"TaxonToothtype","Epoch","CBL","CBW","CBR","CHR","DC","DDL","CH"
"Tyrannosaurus lateral","Late Cretaceous",15.01,9.22,0.614257161892072,1.05596269153897,15.7,0.318471337579618,15.85
"Tyrannosaurus lateral","Late Cretaceous",45.89,32.17,0.701024188276313,1.69405099150142,7,0.714285714285714,77.74
"Tyrannosaurus lateral","Late Cretaceous",33.12,24.75,0.747282608695652,1.63405797101449,10,0.5,54.12
"Tyrannosaurus lateral","Late Cretaceous",23.64,16.61,0.702622673434856,1.2834179357022,10.9,0.458715596330275,30.34
"Tyrannosaurus lateral","Late Cretaceous",18.52,13.56,0.732181425485961,1.18304535637149,14,0.357142857142857,21.91
"Tyrannosaurus mesial","Late Cretaceous",16.45,29.84,1.81398176291793,1.42593833780161,9.6,0.520833333333333,42.55
"Tyrannosaurus mesial","Late Cretaceous",19.46,30.94,1.58992805755396,1.46800258564964,9.5,0.526315789473684,45.42
"Tyrannosaurus mesial","Late Cretaceous",16.94,29.93,1.7668240850059,1.45806882726362,8,0.625,43.64
"Tyrannosaurus mesial","Late Cretaceous",21.18,31.86,1.5042492917847,1.71437539234149,8.9,0.561797752808989,54.62
"Tyrannosaurus mesial","Late Cretaceous",38.89,31.57,0.811776806376961,2.19773720750836,8.4,0.595238095238095,85.47
"Tyrannosaurus lateral","Late Cretaceous",41.46,30.59,0.737819585142306,2.50795947901592,7.8,0.641025641025641,103.98
"Tyrannosaurus lateral","Late Cretaceous",48.6,31.17,0.641358024691358,2.10781893004115,7.5,0.666666666666667,102.44
"Tyrannosaurus lateral","Late Cretaceous",38.37,24.42,0.636434714620798,2.02345582486317,7.4,0.675675675675676,77.64
"Tyrannosaurus lateral","Late Cretaceous",40.01,25.31,0.632591852036991,1.99200199950013,7.4,0.675675675675676,79.7
"Tyrannosaurus lateral","Late Cretaceous",37.54,26.05,0.693926478423015,2.18806606286628,8.3,0.602409638554217,82.14
"Tyrannosaurus lateral","Late Cretaceous",25.92,16.46,0.635030864197531,1.44945987654321,10.5,0.476190476190476,37.57
"Tyrannosaurus lateral","Late Cretaceous",50.01,33.93,0.678464307138572,2.08078384323135,8,0.625,104.06
"Tyrannosaurus lateral","Late Cretaceous",49.49,34.82,0.703576480096989,2.0385936552839,6.5,0.769230769230769,100.89
"Tyrannosaurus lateral","Late Cretaceous",36.77,28.68,0.779983682349742,2.21920043513734,7,0.714285714285714,81.6
"Tyrannosaurus lateral","Late Cretaceous",47.17,32.77,0.694721221115116,2.48166207335171,7.5,0.666666666666667,117.06
"Tyrannosaurus lateral","Late Cretaceous",46.68,36.68,0.785775492716367,2.32497857754927,6.7,0.746268656716418,108.53
"Tyrannosaurus lateral","Late Cretaceous",43.6,27.5,0.630733944954128,2.01490825688073,8,0.625,87.85
"Tyrannosaurus lateral","Late Cretaceous",42.51,26.68,0.627617031286756,2.14702422959304,7.8,0.641025641025641,91.27
"Tyrannosaurus lateral","Late Cretaceous",30.97,20.17,0.651275427833387,1.65127542783339,8.5,0.588235294117647,51.14
"Tyrannosaurus lateral","Late Cretaceous",48,33.14,0.690416666666667,2.19708333333333,7,0.714285714285714,105.46
"Tyrannosaurus lateral","Late Cretaceous",22.5,12.83,0.570222222222222,1.42577777777778,9,0.555555555555556,32.08
"Tyrannosaurus lateral","Late Cretaceous",44.9,32.89,0.732516703786192,2.35211581291759,6.7,0.746268656716418,105.61
"Tyrannosaurus lateral","Late Cretaceous",42.37,28.11,0.663441113995752,2.2723625206514,7.5,0.666666666666667,96.28
"Tyrannosaurus lateral","Late Cretaceous",40.22,28.37,0.705370462456489,2.04450522128294,7,0.714285714285714,82.23
"Tyrannosaurus lateral","Late Cretaceous",39.1,26.46,0.676726342710997,1.90946291560102,9,0.555555555555556,74.66
"Tyrannosaurus lateral","Late Cretaceous",34.77,25.6,0.736266896750072,1.96261144664941,7.5,0.666666666666667,68.24
"Tyrannosaurus lateral","Late Cretaceous",30.92,20.59,0.665912031047865,1.79721862871928,8.5,0.588235294117647,55.57
"Tyrannosaurus mesial","Late Cretaceous",46.11,30.97,0.671654738668402,2.1476903057905,7,0.714285714285714,99.03
"Tyrannosaurus mesial","Late Cretaceous",30.6,44.5,1.45424836601307,2.70588235294118,8,0.625,82.8
"Tyrannosaurus lateral","Late Cretaceous",43.4,37.6,0.866359447004608,2.15437788018433,6.5,0.769230769230769,93.5
"Tyrannosaurus lateral","Late Cretaceous",38.4,32.6,0.848958333333333,2.00520833333333,8,0.625,77
"Tyrannosaurus lateral","Late Cretaceous",34.2,28.3,0.827485380116959,1.95614035087719,8,0.625,66.9
"Tyrannosaurus lateral","Late Cretaceous",20.2,15.8,0.782178217821782,1.2970297029703,12,0.416666666666667,26.2
"Tyrannosaurus mesial","Late Cretaceous",16.5,23.6,1.43030303030303,2.25454545454545,8,0.625,37.2
"Tyrannosaurus mesial","Late Cretaceous",38.1,48.6,1.2755905511811,2.50918635170604,7,0.714285714285714,95.6
"Tyrannosaurus lateral","Late Cretaceous",40.4,42.1,1.04207920792079,2.17079207920792,7.5,0.666666666666667,87.7
"Tyrannosaurus lateral","Late Cretaceous",35.7,31.7,0.887955182072829,1.89635854341737,9,0.555555555555556,67.7
"Tyrannosaurus lateral","Late Cretaceous",34.8,26.4,0.7586,1.94827586206897,9,0.555555555555556,67.8
"Tyrannosaurus lateral","Late Cretaceous",29.1,22.1,0.759450171821306,1.59450171821306,9,0.555555555555556,46.4
"Tyrannosaurus lateral","Late Cretaceous",51.1,38.04,0.744422700587084,1.80176125244618,9,0.555555555555556,92.07
"Tyrannosaurus lateral","Late Cretaceous",46.93,35.35,0.75324952056254,1.74749627104198,10,0.5,82.01
"Tyrannosaurus lateral","Late Cretaceous",41.69,31.29,0.750539697769249,1.70136723434876,8.5,0.588235294117647,70.93
"Tyrannosaurus lateral","Late Cretaceous",21.5,16.32,0.75906976744186,1.58372093023256,13,0.384615384615385,34.05
"Tyrannosaurus mesial","Late Cretaceous",25.56,18.09,0.707746478873239,1.36971830985915,11,0.454545454545455,35.01
"Tyrannosaurus mesial","Late Cretaceous",48.46,37.48,0.773421378456459,2.01238134543954,7.5,0.666666666666667,97.52
"Tyrannosaurus lateral","Late Cretaceous",47.34,37.21,0.786016054076891,2.03041825095057,9,0.555555555555556,96.12
"Tyrannosaurus lateral","Late Cretaceous",39.08,28.71,0.734646878198567,1.7410440122825,11,0.454545454545455,68.04
"Tyrannosaurus lateral","Late Cretaceous",38.54,29.2,0.757654385054489,1.58640373637779,7,0.714285714285714,61.14
"Tyrannosaurus lateral","Late Cretaceous",23.88,17.22,0.721105527638191,1.31700167504188,10.5,0.476190476190476,31.45
"Tyrannosaurus lateral","Late Cretaceous",17.83,12.06,0.676388109927089,0.916993830622546,11,0.454545454545455,16.35
"Tyrannosaurus lateral","Late Cretaceous",40.46,28.55,0.705635195254572,1.88136431043005,7.7,0.649350649350649,76.12
"Tyrannosaurus lateral","Late Cretaceous",38.87,33.12,0.85207100591716,1.6781579624389,7.5,0.666666666666667,65.23
"Tyrannosaurus lateral","Late Cretaceous",32.59,26.99,0.828168149739184,1.73672905799325,8,0.625,56.6
"Tyrannosaurus lateral","Late Cretaceous",30.49,22.12,0.725483765168908,1.49655624795015,9,0.555555555555556,45.63
"Tyrannosaurus lateral","Late Cretaceous",23.98,16.12,0.672226855713094,1.35029190992494,10.5,0.476190476190476,32.38
"Tyrannosaurus lateral","Late Cretaceous",18.37,10.35,0.563418617310833,1.22536744692433,14,0.357142857142857,22.51
"Tyrannosaurus lateral","Late Cretaceous",42.1,25.8,0.612826603325416,2.10973871733967,8.5,0.588235294117647,88.82
"Tyrannosaurus lateral","Late Cretaceous",38.1,23.9,0.627296587926509,1.9251968503937,10,0.5,73.35
"Tyrannosaurus lateral","Late Cretaceous",42.1,28.9,0.68646080760095,1.80570071258907,8.5,0.588235294117647,76.02
"Tyrannosaurus lateral","Late Cretaceous",16.2,11,0.679012345679012,1.09567901234568,14,0.357142857142857,17.75
"Tyrannosaurus lateral","Late Cretaceous",54.5,34.4,0.631192660550459,2.14862385321101,8,0.625,117.1
"Tyrannosaurus lateral","Late Cretaceous",47.8,32.6,0.682008368200837,2.10251046025105,10,0.5,100.5
"Tyrannosaurus lateral","Late Cretaceous",47.6,33.9,0.71218487394958,2.03655462184874,7,0.714285714285714,96.94
"Tyrannosaurus lateral","Late Cretaceous",37.2,27.1,0.728494623655914,1.63924731182796,8,0.625,60.98
"Tyrannosaurus lateral","Late Cretaceous",45.4,35,0.770925110132159,1.83017621145374,10,0.5,83.09
"Tyrannosaurus lateral","Late Cretaceous",42,30.5,0.726190476190476,1.69904761904762,9,0.555555555555556,71.36
"Tyrannosaurus lateral","Late Cretaceous",41.3,33.5,0.811138014527845,1.76634382566586,10,0.5,72.95
"Tyrannosaurus lateral","Late Cretaceous",28.8,19,0.659722222222222,1.67569444444444,13,0.384615384615385,48.26
"Tyrannosaurus lateral","Late Cretaceous",19.1,14,0.732984293193717,1.41465968586387,14,0.357142857142857,27.02
"Bambiraptor lateral","Late Cretaceous",2.47,1.42,0.574898785425101,2.39271255060729,25,0.2,5.91
"Bambiraptor lateral","Late Cretaceous",2.77,1.21,0.436823104693141,2.0072202166065,30,0.166666666666667,5.56
"Bambiraptor lateral","Late Cretaceous",2.56,1.28,0.5,2.19140625,30,0.166666666666667,5.61
"Bambiraptor lateral","Late Cretaceous",2.85,1.33,0.466666666666667,2.15087719298246,25,0.2,6.13
"Bambiraptor lateral","Late Cretaceous",3.3,1.47,0.445454545454545,1.94848484848485,24.2,0.206611570247934,6.43
"Bambiraptor lateral","Late Cretaceous",2.64,1.33,0.503787878787879,2.35606060606061,32.5,0.153846153846154,6.22
"Bambiraptor lateral","Late Cretaceous",2.37,1.41,0.594936708860759,2.24894514767932,25,0.2,5.33
"Bambiraptor lateral","Late Cretaceous",2.34,1.41,0.602564102564103,2.14102564102564,25,0.2,5.01
"Bambiraptor lateral","Late Cretaceous",2.37,1.61,0.679324894514768,2.07172995780591,30,0.166666666666667,4.91
"Bambiraptor lateral","Late Cretaceous",2.47,1.24,0.502024291497976,2.25910931174089,30,0.166666666666667,5.58
"Bambiraptor lateral","Late Cretaceous",2.61,1.41,0.540229885057471,2.29501915708812,25,0.2,5.99
"Bambiraptor lateral","Late Cretaceous",2.35,1.2,0.51063829787234,2.4936170212766,24.2,0.206611570247934,5.86
"Bambiraptor lateral","Late Cretaceous",2.54,0.99,0.389763779527559,1.81889763779528,32.5,0.153846153846154,4.62
"Bambiraptor lateral","Late Cretaceous",3.22,1.37,0.425465838509317,1.75776397515528,23.7,0.210970464135021,5.66
"Deinonychus lateral","Middle Cretaceous",7.06,3.2,0.453257790368272,1.47875354107649,16.8,0.297619047619048,10.44
"Deinonychus lateral","Middle Cretaceous",6.68,3.02,0.452095808383234,1.47904191616766,17.5,0.285714285714286,9.88
"Deinonychus lateral","Middle Cretaceous",7.25,3.38,0.466206896551724,1.52689655172414,16.25,0.307692307692308,11.07
"Deinonychus lateral","Middle Cretaceous",7.06,2.89,0.409348441926346,1.39093484419263,18.75,0.266666666666667,9.82
"Deinonychus lateral","Middle Cretaceous",4.94,2.51,0.508097165991903,1.26113360323887,18.75,0.266666666666667,6.23
"Deinonychus lateral","Middle Cretaceous",9.28,3.26,0.351293103448276,1.53556034482759,13.5,0.37037037037037,14.25
"Deinonychus lateral","Middle Cretaceous",7.26,4.11,0.566115702479339,2.16528925619835,16.25,0.307692307692308,15.72
"Deinonychus lateral","Middle Cretaceous",8.84,3.96,0.447963800904977,1.72850678733032,15.5,0.32258064516129,15.28
"Deinonychus lateral","Middle Cretaceous",6.96,2.92,0.419540229885057,1.4051724137931,19.16,0.260960334029228,9.78
"Deinonychus lateral","Middle Cretaceous",9.84,4.8,0.48780487804878,1.91158536585366,16,0.3125,18.81
"Deinonychus lateral","Middle Cretaceous",8.24,4.29,0.520631067961165,1.68082524271845,15.83,0.315855969677827,13.85
"Deinonychus lateral","Middle Cretaceous",7.9,4.39,0.555696202531646,1.83417721518987,17.5,0.285714285714286,14.49
"Deinonychus lateral","Middle Cretaceous",9.14,4.39,0.480306345733041,1.65864332603939,19.16,0.260960334029228,15.16
"Deinonychus lateral","Middle Cretaceous",7.07,3.2,0.452616690240453,1.42432814710042,17.5,0.285714285714286,10.07
"Deinonychus lateral","Middle Cretaceous",6.76,2.93,0.433431952662722,1.41420118343195,16.3,0.306748466257669,9.56
"Deinonychus lateral","Middle Cretaceous",6.74,2.8,0.415430267062315,1.35608308605341,17.8,0.280898876404494,9.14
"Deinonychus lateral","Middle Cretaceous",5.35,2.41,0.450467289719626,1.22056074766355,17.5,0.285714285714286,6.53
"Deinonychus lateral","Middle Cretaceous",7.15,3.23,0.451748251748252,1.53986013986014,17.5,0.285714285714286,11.01
"Deinonychus lateral","Middle Cretaceous",7.04,3.2,0.454545454545455,1.73721590909091,17.5,0.285714285714286,12.23
"Deinonychus lateral","Middle Cretaceous",7.13,4,0.561009817671809,1.90462833099579,15,0.333333333333333,13.58
"Deinonychus lateral","Middle Cretaceous",6.11,2.58,0.422258592471358,1.43535188216039,17.3,0.289017341040462,8.77
"Dromaeosaurus lateral","Late Cretaceous",7.95,4.84,0.608805031446541,2.26037735849057,17.5,0.285714285714286,17.97
"Dromaeosaurus lateral","Late Cretaceous",6.91,4.18,0.604920405209841,1.78581765557164,16.25,0.307692307692308,12.34
"Dromaeosaurus lateral","Late Cretaceous",6.19,3.97,0.641357027463651,2.22617124394184,15.83,0.315855969677827,13.78
"Dromaeosaurus lateral","Late Cretaceous",5.57,3.26,0.585278276481149,1.82046678635548,18.75,0.266666666666667,10.14
"Dromaeosaurus lateral","Late Cretaceous",6.18,3.48,0.563106796116505,1.61488673139159,22.5,0.222222222222222,9.98
"Dromaeosaurus lateral","Late Cretaceous",7.21,4.06,0.563106796116505,1.78363384188627,17,0.294117647058824,12.86
"Dromaeosaurus lateral","Late Cretaceous",6.84,3.7,0.54093567251462,1.69298245614035,20,0.25,11.58
"Dromaeosaurus lateral","Late Cretaceous",7.64,4.02,0.526178010471204,1.62041884816754,17.5,0.285714285714286,12.38
"Dromaeosaurus lateral","Late Cretaceous",6.28,3.13,0.498407643312102,1.70063694267516,20,0.25,10.68
"Dromaeosaurus lateral","Late Cretaceous",6.69,3.32,0.49626307922272,1.64125560538117,17.5,0.285714285714286,10.98
"Dromaeosaurus lateral","Late Cretaceous",6.09,3.81,0.625615763546798,1.89655172413793,15,0.333333333333333,11.55
"Dromaeosaurus lateral","Late Cretaceous",6.47,3.91,0.604327666151468,1.73415765069552,17.5,0.285714285714286,11.22
"Dromaeosaurus lateral","Late Cretaceous",6.56,3.89,0.592987804878049,1.71798780487805,17.5,0.285714285714286,11.27
"Dromaeosaurus lateral","Late Cretaceous",5.56,3.27,0.588129496402878,1.53237410071942,17.5,0.285714285714286,8.52
"Velociraptor lateral","Late Cretaceous",4.75,1.8,0.378947368421053,1.66105263157895,30,0.166666666666667,7.89
"Velociraptor lateral","Late Cretaceous",4.26,1.74,0.408450704225352,1.83333333333333,27.5,0.181818181818182,7.81
"Velociraptor lateral","Late Cretaceous",5.15,1.97,0.38252427184466,1.41553398058252,25,0.2,7.29
"Velociraptor lateral","Late Cretaceous",5.35,1.9,0.355140186915888,1.44672897196262,25,0.2,7.74
"Velociraptor lateral","Late Cretaceous",4.61,1.63,0.353579175704989,1.19956616052061,25,0.2,5.53
"Velociraptor lateral","Late Cretaceous",4.24,1.7,0.400943396226415,1.15566037735849,30,0.166666666666667,4.9
"Velociraptor lateral","Late Cretaceous",4.17,1.45,0.347721822541966,1.60671462829736,27.5,0.181818181818182,6.7
"Velociraptor lateral","Late Cretaceous",4.35,2.15,0.494252873563218,1.8183908045977,30,0.166666666666667,7.91
"Velociraptor lateral","Late Cretaceous",3.95,1.61,0.407594936708861,1.75443037974684,25,0.2,6.93
"Velociraptor lateral","Late Cretaceous",3.11,0.8,0.257234726688103,1.508038585209,30,0.166666666666667,4.69
"Velociraptor lateral","Late Cretaceous",6.14,2.46,0.400651465798046,1.6042345276873,25,0.2,9.85
"Velociraptor lateral","Late Cretaceous",5.99,2.4,0.400667779632721,1.65776293823038,20,0.25,9.93
"Velociraptor lateral","Late Cretaceous",4.72,1.55,0.328389830508475,1.44067796610169,22.5,0.222222222222222,6.8
"Velociraptor lateral","Late Cretaceous",4.59,2,0.435729847494553,2.01525054466231,25,0.2,9.25
"Richardoestesia lateral","Late Cretaceous",3.5,1.5,0.428571428571429,2.14285714285714,32.5,0.153846153846154,7.5
"Richardoestesia lateral","Late Cretaceous",2.8,1.3,0.464285714285714,2.42857142857143,40,0.125,6.8
"Richardoestesia lateral","Late Cretaceous",3.2,1.2,0.375,2.65625,50,0.1,8.5
"Richardoestesia lateral","Late Cretaceous",1.9,0.9,0.473684210526316,2.73684210526316,60,0.0833333333333333,5.2
"Richardoestesia lateral","Late Cretaceous",2.5,1.3,0.52,2,40,0.125,5
"Richardoestesia lateral","Late Cretaceous",3.6,1.7,0.472222222222222,3.47222222222222,30,0.166666666666667,12.5
"Richardoestesia lateral","Late Cretaceous",3.9,2.5,0.641025641025641,1.38461538461538,37.5,0.133333333333333,5.4
"Richardoestesia lateral","Late Cretaceous",1.9,0.7,0.368421052631579,1.57894736842105,60,0.0833333333333333,3
"Richardoestesia lateral","Late Cretaceous",1.9,0.7,0.368421052631579,1.52631578947368,60,0.0833333333333333,2.9
"Richardoestesia lateral","Late Cretaceous",4.5,2.1,0.466666666666667,2.44444444444444,30,0.166666666666667,11
"Richardoestesia lateral","Late Cretaceous",2.3,1.1,0.478260869565217,2.52173913043478,42.5,0.117647058823529,5.8
"Richardoestesia lateral","Late Cretaceous",2.1,1.1,0.523809523809524,2.14285714285714,40,0.125,4.5
"Richardoestesia lateral","Late Cretaceous",2.3,1.2,0.521739130434783,2.39130434782609,50,0.1,5.5
"Richardoestesia lateral","Late Cretaceous",3.7,1.7,0.459459459459459,2.56756756756757,35,0.142857142857143,9.5
"Richardoestesia lateral","Late Cretaceous",3,1.6,0.533333333333333,2.4,35,0.142857142857143,7.2
"Richardoestesia lateral","Late Cretaceous",3.1,1.5,0.483870967741935,3.12903225806452,35,0.142857142857143,9.7
"Richardoestesia lateral","Late Cretaceous",2.4,0.8,0.333333333333333,1.375,50,0.1,3.3
"Richardoestesia lateral","Late Cretaceous",2,0.7,0.35,1.35,60,0.0833333333333333,2.7
"Richardoestesia lateral","Late Cretaceous",2,1,0.5,1.85,60,0.0833333333333333,3.7
"Richardoestesia lateral","Late Cretaceous",1.8,0.7,0.388888888888889,1.27777777777778,60,0.0833333333333333,2.3
"Richardoestesia lateral","Late Cretaceous",2.2,0.8,0.363636363636364,1.5,60,0.0833333333333333,3.3
"Richardoestesia lateral","Late Cretaceous",1.4,0.6,0.428571428571429,1.71428571428571,60,0.0833333333333333,2.4
"Richardoestesia lateral","Late Cretaceous",1.9,0.7,0.368421052631579,1.31578947368421,60,0.0833333333333333,2.5
"Richardoestesia lateral","Late Cretaceous",3.1,1.8,0.580645161290323,1.93548387096774,22,0.227272727272727,6
"Richardoestesia lateral","Late Cretaceous",2,0.9,0.45,1.25,50,0.1,2.5
"Richardoestesia lateral","Late Cretaceous",1.7,0.7,0.411764705882353,1.76470588235294,55,0.0909090909090909,3
"Richardoestesia lateral","Late Cretaceous",1.7,1,0.588235294117647,2.05882352941176,50,0.1,3.5
"Richardoestesia lateral","Late Cretaceous",1.8,0.9,0.5,1.27777777777778,45,0.111111111111111,2.3
"Richardoestesia lateral","Late Cretaceous",2,1,0.5,2,60,0.0833333333333333,4
"Richardoestesia lateral","Late Cretaceous",4.7,2.3,0.48936170212766,2.61702127659574,26.3,0.190114068441065,12.3
"Richardoestesia lateral","Late Cretaceous",3.7,1.6,0.432432432432432,2.24324324324324,35,0.142857142857143,8.3
"Richardoestesia lateral","Late Cretaceous",3.5,1.5,0.428571428571429,1.57142857142857,35,0.142857142857143,5.5
"Richardoestesia lateral","Late Cretaceous",4,1.7,0.425,2.5,35,0.142857142857143,10
"Richardoestesia lateral","Late Cretaceous",2.9,1,0.344827586206897,1.82758620689655,35,0.142857142857143,5.3
"Richardoestesia lateral","Late Cretaceous",2.8,0.9,0.321428571428571,1.85714285714286,35,0.142857142857143,5.2
"Richardoestesia lateral","Late Cretaceous",1.7,0.7,0.411764705882353,2.35294117647059,47.5,0.105263157894737,4
"Richardoestesia lateral","Late Cretaceous",1.4,0.7,0.5,2,55,0.0909090909090909,2.8
"Richardoestesia lateral","Late Cretaceous",3.41,1.3,0.381231671554252,1.44281524926686,33.1,0.151057401812689,4.92
"Richardoestesia lateral","Late Cretaceous",3.14,1.5,0.477707006369427,1.95222929936306,35.2,0.142045454545455,6.13
"Richardoestesia lateral","Late Cretaceous",2.21,1.16,0.524886877828054,2.17194570135747,46.3,0.107991360691145,4.8
"Richardoestesia lateral","Late Cretaceous",2,0.99,0.495,2.675,47.3,0.105708245243129,5.35
"Richardoestesia lateral","Late Cretaceous",2.83,1.08,0.381625441696113,1.56537102473498,39.1,0.127877237851662,4.43
"Richardoestesia lateral","Late Cretaceous",2.87,1.21,0.421602787456446,1.16724738675958,36.5,0.136986301369863,3.35
"Richardoestesia lateral","Late Cretaceous",2.11,1.16,0.549763033175355,1.77725118483412,36.8,0.135869565217391,3.75
"Richardoestesia lateral","Late Cretaceous",3.8,2,0.526315789473684,2.63157894736842,35,0.142857142857143,10
"Saurornitholestes lateral","Late Cretaceous",6.18,2.51,0.406148867313916,2.05177993527508,21.66,0.23084025854109,12.68
"Saurornitholestes lateral","Late Cretaceous",6.65,2.25,0.338345864661654,1.78195488721805,21.66,0.23084025854109,11.85
"Saurornitholestes lateral","Late Cretaceous",6.52,2.59,0.397239263803681,1.8680981595092,21.66,0.23084025854109,12.18
"Saurornitholestes lateral","Late Cretaceous",4.41,2.38,0.53968253968254,2.06122448979592,18.75,0.266666666666667,9.09
"Saurornitholestes lateral","Late Cretaceous",5.23,2.13,0.407265774378585,1.77629063097514,21.25,0.235294117647059,9.29
"Saurornitholestes lateral","Late Cretaceous",5.14,2.28,0.443579766536965,1.57003891050584,22.5,0.222222222222222,8.07
"Saurornitholestes lateral","Late Cretaceous",4.98,2.14,0.429718875502008,1.70682730923695,25,0.2,8.5
"Saurornitholestes lateral","Late Cretaceous",4.82,2.3,0.477178423236514,1.63070539419087,30,0.166666666666667,7.86
"Saurornitholestes lateral","Late Cretaceous",5.2,2.24,0.430769230769231,1.70769230769231,20,0.25,8.88
"Saurornitholestes lateral","Late Cretaceous",4.63,2.2,0.475161987041037,2.1317494600432,25,0.2,9.87
"Saurornitholestes lateral","Late Cretaceous",8.05,3.24,0.402484472049689,1.7639751552795,20,0.25,14.2
"Saurornitholestes lateral","Late Cretaceous",4.89,2.3,0.470347648261759,2.15541922290389,20,0.25,10.54
"Saurornitholestes lateral","Late Cretaceous",3.94,1.88,0.477157360406091,2,25,0.2,7.88
"Saurornitholestes lateral","Late Cretaceous",4.08,1.94,0.475490196078431,2.22303921568627,15,0.333333333333333,9.07
"Saurornitholestes lateral","Late Cretaceous",4.39,2.1,0.478359908883827,2.3120728929385,20,0.25,10.15
"Saurornitholestes lateral","Late Cretaceous",4.89,2.3,0.470347648261759,2.15950920245399,25,0.2,10.56
"Saurornitholestes lateral","Late Cretaceous",2.1,0.9,0.428571428571429,1.61904761904762,35,0.142857142857143,3.4
"Saurornitholestes lateral","Late Cretaceous",2.1,0.7,0.333333333333333,1.66666666666667,25,0.2,3.5
"Saurornitholestes lateral","Late Cretaceous",2.8,1.4,0.5,2.32142857142857,22.5,0.222222222222222,6.5
"Saurornitholestes lateral","Late Cretaceous",3.4,1.9,0.558823529411765,2.38235294117647,21.25,0.235294117647059,8.1
"Saurornitholestes lateral","Late Cretaceous",4.2,2,0.476190476190476,2.02380952380952,22.5,0.222222222222222,8.5
"Saurornitholestes lateral","Late Cretaceous",4.4,1.9,0.431818181818182,1.93181818181818,20,0.25,8.5
"Saurornitholestes lateral","Late Cretaceous",2.9,1.5,0.517241379310345,2.06896551724138,20,0.25,6
"Saurornitholestes lateral","Late Cretaceous",1.9,1,0.526315789473684,2.47368421052632,27.5,0.181818181818182,4.7
"Saurornitholestes lateral","Late Cretaceous",5,2.2,0.44,2.5,20,0.25,12.5
"Saurornitholestes lateral","Late Cretaceous",5,2.2,0.44,2.7,22.5,0.222222222222222,13.5
"Saurornitholestes lateral","Late Cretaceous",6,2.9,0.483333333333333,2,20,0.25,12
"Saurornitholestes lateral","Late Cretaceous",5.3,3.2,0.60377358490566,2.13207547169811,18.75,0.266666666666667,11.3
"Saurornitholestes lateral","Late Cretaceous",6.9,3.1,0.449275362318841,1.88405797101449,20,0.25,13
"Saurornitholestes lateral","Late Cretaceous",2,1.1,0.55,2.5,25,0.2,5
"Saurornitholestes lateral","Late Cretaceous",4.4,2.3,0.522727272727273,2.34090909090909,20,0.25,10.3
"Saurornitholestes lateral","Late Cretaceous",5.1,2.3,0.450980392156863,1.76470588235294,20,0.25,9
"Saurornitholestes lateral","Late Cretaceous",4.96,2.48,0.5,1.59072580645161,26.3,0.190114068441065,7.89
"Saurornitholestes lateral","Late Cretaceous",3.8,2.25,0.592105263157895,2.08157894736842,19.4,0.257731958762887,7.91
"Saurornitholestes lateral","Late Cretaceous",5.08,2.14,0.421259842519685,1.77165354330709,19.5,0.256410256410256,9
"Saurornitholestes lateral","Late Cretaceous",5.28,2.13,0.403409090909091,1.71969696969697,25.3,0.197628458498024,9.08
"Saurornitholestes lateral","Late Cretaceous",4.2,2.3,0.547619047619048,2.02380952380952,20,0.25,8.5
"Saurornitholestes lateral","Late Cretaceous",4,2,0.5,1.975,22,0.227272727272727,7.9
"Saurornitholestes lateral","Late Cretaceous",2.7,1.1,0.407407407407407,1.55555555555556,32.5,0.153846153846154,4.2
"Saurornitholestes lateral","Late Cretaceous",2,1,0.5,2.3,30,0.166666666666667,4.6
"Saurornitholestes lateral","Late Cretaceous",2.4,1.1,0.458333333333333,2,27.5,0.181818181818182,4.8
"Saurornitholestes lateral","Late Cretaceous",2.2,0.7,0.318181818181818,1.86363636363636,35,0.142857142857143,4.1
"Saurornitholestes lateral","Late Cretaceous",4.6,1.7,0.369565217391304,1.45652173913044,25,0.2,6.7
"Saurornitholestes lateral","Late Cretaceous",3.7,1.8,0.486486486486486,1.81081081081081,21.25,0.235294117647059,6.7
"Saurornitholestes lateral","Late Cretaceous",1.9,0.7,0.368421052631579,1.47368421052632,32.5,0.153846153846154,2.8
"Saurornitholestes lateral","Late Cretaceous",2.4,0.9,0.375,1.625,32.5,0.153846153846154,3.9
"Saurornitholestes lateral","Late Cretaceous",1.9,1,0.526315789473684,2.63157894736842,25,0.2,5
"Saurornitholestes lateral","Late Cretaceous",4.2,1.5,0.357142857142857,1.5,22.5,0.222222222222222,6.3
"Saurornitholestes lateral","Late Cretaceous",3.9,1.9,0.487179487179487,2.30769230769231,21.25,0.235294117647059,9
"Saurornitholestes lateral","Late Cretaceous",4.3,2,0.465116279069767,2.6046511627907,25,0.2,11.2
"Saurornitholestes lateral","Late Cretaceous",4,2.1,0.525,2.475,20,0.25,9.9
"Saurornitholestes lateral","Late Cretaceous",5.5,2.2,0.4,2.36363636363636,20,0.25,13
"Saurornitholestes lateral","Late Cretaceous",3.8,1.4,0.368421052631579,2.15789473684211,25,0.2,8.2
"Saurornitholestes lateral","Late Cretaceous",4.9,2.2,0.448979591836735,1.95918367346939,20,0.25,9.6
"Saurornitholestes lateral","Late Cretaceous",5,2.3,0.46,2.6,20,0.25,13
"Saurornitholestes lateral","Late Cretaceous",5.4,2.5,0.462962962962963,2.40740740740741,20,0.25,13
