"TaxonToothtype","Epoch","CBL","CBW","CBR","CHR","DC","DDL","CH"
"Allosaurus lateral","Late Jurassic",18.7,6.9,0.368983957219251,1.70588235294118,13.33,0.375093773443361,31.9
"Allosaurus lateral","Late Jurassic",17.9,17.3,0.966480446927374,2.20670391061453,12,0.416666666666667,39.5
"Allosaurus mesial","Late Jurassic",12.6,14.5,1.15079365079365,2.68253968253968,10,0.5,33.8
"Allosaurus mesial","Late Jurassic",15.5,12.8,0.825806451612903,2.24516129032258,11,0.454545454545455,34.8
"Allosaurus mesial","Late Jurassic",14.05,12.52,0.891103202846975,2.44199288256228,10,0.5,34.31
"Allosaurus mesial","Late Jurassic",12.79,10.5,0.820953870211102,2.67396403440188,10,0.5,34.2
"Allosaurus mesial","Late Jurassic",13.73,10.65,0.775673707210488,2.41733430444283,11,0.454545454545455,33.19
"Allosaurus mesial","Late Jurassic",17.95,17.72,0.987186629526462,2.02785515320334,9.5,0.526315789473684,36.4
"Allosaurus lateral","Late Jurassic",22.2,9.74,0.438738738738739,1.96711711711712,11,0.454545454545455,43.67
"Allosaurus mesial","Late Jurassic",16.1,15.3,0.950310559006211,2.1055900621118,10,0.5,33.9
"Allosaurus mesial","Late Jurassic",16,14.6,0.9125,2.118125,10.3,0.485436893203883,33.89
"Allosaurus mesial","Late Jurassic",15.5,14.9,0.96,2.37,10,0.5,36.81
"Allosaurus mesial","Late Jurassic",16.3,13.5,0.828220858895706,2.31226993865031,10,0.5,37.69
"Allosaurus mesial","Late Jurassic",17.5,12.8,0.731428571428571,2.22,11,0.454545454545455,38.85
"Fukuiraptor lateral","Early Cretaceous",18,7.5,0.416666666666667,2.77777777777778,12.5,0.4,50
"Fukuiraptor lateral","Early Cretaceous",17.4,7.5,0.431034482758621,1.91954022988506,16.5,0.303030303030303,33.4
"Fukuiraptor lateral","Early Cretaceous",9,5.1,0.566666666666667,1.88888888888889,17,0.294117647058824,17
"Fukuiraptor lateral","Early Cretaceous",11.9,5.7,0.478991596638655,2.77310924369748,17.5,0.285714285714286,33
"Fukuiraptor lateral","Early Cretaceous",15.4,6.1,0.396103896103896,2.03246753246753,14,0.357142857142857,31.3
"Fukuiraptor lateral","Early Cretaceous",11.5,5.6,0.48695652173913,1.63478260869565,16,0.3125,18.8
"Fukuiraptor lateral","Early Cretaceous",10.4,4.6,0.442307692307692,1.21153846153846,16.5,0.303030303030303,12.6
"Fukuiraptor lateral","Early Cretaceous",12,5,0.416666666666667,1.54166666666667,16,0.3125,18.5
"Fukuiraptor lateral","Early Cretaceous",9.9,4.2,0.424242424242424,1.81818181818182,18,0.277777777777778,18
"Fukuiraptor lateral","Early Cretaceous",15.9,5.6,0.352201257861635,2.13836477987421,13,0.384615384615385,34
"Fukuiraptor lateral","Early Cretaceous",10.5,5.6,0.533333333333333,2.19047619047619,16,0.3125,23
"Fukuiraptor lateral","Early Cretaceous",22,7.5,0.340909090909091,2.49090909090909,12.5,0.4,54.8
"Fukuiraptor lateral","Early Cretaceous",5,2.3,0.46,1.2,22,0.227272727272727,6
"Australovenator","Middle Cretaceous",7.3,4.8,0.657534246575342,1.71232876712329,15,0.333333333333333,12.5
"Australovenator","Middle Cretaceous",6.8,6,0.882352941176471,2.05882352941176,15,0.333333333333333,14
"Australovenator","Middle Cretaceous",9.3,5.5,0.591397849462366,1.46236559139785,15,0.333333333333333,13.6
"Australovenator","Middle Cretaceous",8.4,4.3,0.511904761904762,1.52380952380952,15,0.333333333333333,12.8
"Australovenator","Middle Cretaceous",10,6.2,0.62,1.84,15,0.333333333333333,18.4
"Australovenator","Middle Cretaceous",9.5,6.5,0.684210526315789,1.73684210526316,15,0.333333333333333,16.5
"Australovenator","Middle Cretaceous",10.4,5.7,0.548076923076923,1.57692307692308,15,0.333333333333333,16.4
"Australovenator","Middle Cretaceous",9.4,5.8,0.617021276595745,1.53191489361702,15,0.333333333333333,14.4
"Australovenator","Middle Cretaceous",5.3,4.1,0.773584905660377,1.69811320754717,15,0.333333333333333,9
"Australovenator","Middle Cretaceous",9.7,7.2,0.742268041237113,1.70103092783505,15,0.333333333333333,16.5
"Australovenator","Middle Cretaceous",8.3,10.2,1.2289156626506,2.14457831325301,10,0.5,17.8
"Acrocanthosaurus lateral","Middle Cretaceous",30.7,19,0.618892508143323,3.10749185667752,12,0.416666666666667,95.4
"Acrocanthosaurus lateral","Middle Cretaceous",23.1,10.6,0.458874458874459,2.54978354978355,14,0.357142857142857,58.9
"Acrocanthosaurus lateral","Middle Cretaceous",38.87,20.28,0.521739130434783,2.31695394906097,13,0.384615384615385,90.06
"Acrocanthosaurus lateral","Middle Cretaceous",38.77,22.18,0.572091823574929,2.44931648181584,13,0.384615384615385,94.96
"Acrocanthosaurus lateral","Middle Cretaceous",27.92,18.59,0.665830945558739,2.63538681948424,15,0.333333333333333,73.58
"Acrocanthosaurus lateral","Middle Cretaceous",32.97,21.39,0.64877161055505,2.00940248710949,12,0.416666666666667,66.25
"Acrocanthosaurus lateral","Middle Cretaceous",37.85,21.61,0.570937912813738,2.43143989431968,15,0.333333333333333,92.03
"Acrocanthosaurus lateral","Middle Cretaceous",33.23,18.83,0.566656635570268,2.13692446584412,11.5,0.434782608695652,71.01
"Acrocanthosaurus lateral","Middle Cretaceous",39.85,21.96,0.551066499372647,2.29184441656211,14,0.357142857142857,91.33
"Acrocanthosaurus lateral","Middle Cretaceous",40.35,19.95,0.494423791821561,2.21016109045849,14,0.357142857142857,89.18
"Acrocanthosaurus lateral","Middle Cretaceous",31.54,19.1,0.605580215599239,2.32752060875079,14.5,0.344827586206897,73.41
"Acrocanthosaurus lateral","Middle Cretaceous",29.47,15.58,0.528673227010519,2.12690872073295,15,0.333333333333333,62.68
"Acrocanthosaurus lateral","Middle Cretaceous",31.64,18.96,0.599241466498104,2.61125158027813,15,0.333333333333333,82.62
"Acrocanthosaurus lateral","Middle Cretaceous",30.09,17.36,0.576935859089398,2.35892323030907,15,0.333333333333333,70.98
"Acrocanthosaurus lateral","Middle Cretaceous",30.89,16.06,0.519909355778569,2.03528650048559,15,0.333333333333333,62.87
"Acrocanthosaurus lateral","Middle Cretaceous",31.06,16.8,0.540888602704443,1.79781068898905,15,0.333333333333333,55.84
"Acrocanthosaurus lateral","Middle Cretaceous",27.93,13.63,0.488005728607232,1.69208736126029,15,0.333333333333333,47.26
"Acrocanthosaurus lateral","Middle Cretaceous",24.87,13.54,0.54443104141536,1.59469240048251,16,0.3125,39.66
"Acrocanthosaurus lateral","Middle Cretaceous",20.07,11.51,0.573492775286497,1.45042351768809,15,0.333333333333333,29.11
"Acrocanthosaurus lateral","Middle Cretaceous",31.09,20.01,0.643615310389193,2.36120939208749,14.16,0.353107344632768,73.41
"Acrocanthosaurus lateral","Middle Cretaceous",32.27,16.53,0.51224047102572,2.12178493957236,13,0.384615384615385,68.47
"Acrocanthosaurus lateral","Middle Cretaceous",31.69,16.38,0.516882297254654,2.44682865257179,13.5,0.37037037037037,77.54
"Acrocanthosaurus lateral","Middle Cretaceous",30.96,18.08,0.583979328165375,1.93992248062016,12.5,0.4,67.57
"Acrocanthosaurus lateral","Middle Cretaceous",32.79,15.19,0.46325099115584,1.30710582494663,12.81,0.39032006245121,60.06
"Acrocanthosaurus lateral","Middle Cretaceous",26.73,17.56,0.656939768050879,2.34193789749345,14.2,0.352112676056338,62.6
"Acrocanthosaurus lateral","Middle Cretaceous",35.24,20.59,0.58427922814983,2.24829738933031,13.4,0.373134328358209,79.23
"Acrocanthosaurus lateral","Middle Cretaceous",36.6,20.64,0.563934426229508,2.37950819672131,13.6,0.367647058823529,87.09
"Acrocanthosaurus lateral","Middle Cretaceous",42.07,20.74,0.492987877347278,2.21250297123841,12.9,0.387596899224806,93.08
"Acrocanthosaurus lateral","Middle Cretaceous",22.43,10.87,0.484618814088275,1.50646455639768,16,0.3125,33.79
"Acrocanthosaurus lateral","Middle Cretaceous",37.21,21.44,0.576189196452566,2.43886052136522,15.3,0.326797385620915,90.75
"Acrocanthosaurus lateral","Middle Cretaceous",40.79,17.86,0.437852414807551,2.01765138514342,12,0.416666666666667,82.3
"Acrocanthosaurus lateral","Middle Cretaceous",31.94,16.73,0.523794614902943,2.09079524107702,14.9,0.335570469798658,66.78
"Acrocanthosaurus lateral","Middle Cretaceous",29.11,19.33,0.664032978357952,2.42597045688767,11.5,0.434782608695652,70.62
"Acrocanthosaurus lateral","Middle Cretaceous",30.6,18.75,0.612745098039216,1.97647058823529,13,0.384615384615385,60.48
"Acrocanthosaurus lateral","Middle Cretaceous",31.1,17.19,0.552733118971061,2.08520900321543,16.5,0.303030303030303,64.85
"Acrocanthosaurus lateral","Middle Cretaceous",26.08,16.58,0.635736196319018,1.64915644171779,13.3,0.37593984962406,43.01
"Acrocanthosaurus lateral","Middle Cretaceous",28.26,14.35,0.507784854918613,1.67975937721161,14.5,0.344827586206897,47.47
"Acrocanthosaurus lateral","Middle Cretaceous",24.96,13.22,0.529647435897436,1.56089743589744,15.5,0.32258064516129,38.96
"Acrocanthosaurus lateral","Middle Cretaceous",20.42,11.46,0.561214495592556,1.62242899118511,15,0.333333333333333,33.13
"Acrocanthosaurus lateral","Middle Cretaceous",15.37,9.1,0.59206245933637,1.04359141184125,16.7,0.29940119760479,16.04
"Acrocanthosaurus lateral","Middle Cretaceous",28.98,16.54,0.570738440303658,2.35162180814355,17.5,0.285714285714286,68.15
"Acrocanthosaurus lateral","Middle Cretaceous",31.35,16.71,0.533014354066986,1.98245614035088,12.8,0.390625,62.15
"Carcharodontosaurus lateral","Middle Cretaceous",41.46,15.15,0.365412445730825,1.71273516642547,9,0.555555555555556,71.01
"Carcharodontosaurus lateral","Middle Cretaceous",41.04,14.88,0.362573099415205,1.80214424951267,9,0.555555555555556,73.96
"Carcharodontosaurus lateral","Middle Cretaceous",41.17,14.88,0.361428224435268,1.77726499878552,9,0.555555555555556,73.17
"Carcharodontosaurus lateral","Middle Cretaceous",39.91,14.49,0.363066900526184,1.8539213229767,8.2,0.609756097560976,73.99
"Carcharodontosaurus lateral","Middle Cretaceous",41.53,15.09,0.363351793883939,1.94269202985793,10,0.5,80.68
"Carcharodontosaurus lateral","Middle Cretaceous",46.65,16.88,0.361843515541265,2.09110396570204,9,0.555555555555556,97.55
"Carcharodontosaurus lateral","Middle Cretaceous",40.6,17.1,0.421182266009852,1.77339901477832,8.5,0.588235294117647,72
"Carcharodontosaurus lateral","Middle Cretaceous",41.4,16.6,0.400966183574879,1.76328502415459,9.5,0.526315789473684,73
"Carcharodontosaurus lateral","Middle Cretaceous",41.1,15.5,0.37712895377129,1.67883211678832,9,0.555555555555556,69
"Carcharodontosaurus lateral","Middle Cretaceous",40.4,15.9,0.393564356435644,2.00247524752475,10,0.5,80.9
"Carcharodontosaurus lateral","Middle Cretaceous",45.1,16.8,0.372505543237251,2.27494456762749,8.5,0.588235294117647,102.6
"Carcharodontosaurus lateral","Middle Cretaceous",43.8,22.6,0.515981735159817,1.94063926940639,10.5,0.476190476190476,85
"Carcharodontosaurus lateral","Middle Cretaceous",30.1,19.3,0.641196013289037,2.01328903654485,11.5,0.434782608695652,60.6
"Carcharodontosaurus lateral","Middle Cretaceous",32.1,18.2,0.566978193146417,2.09968847352025,14,0.357142857142857,67.4
"Carcharodontosaurus lateral","Middle Cretaceous",43.32,23.51,0.542705447830102,2.29108956602031,8,0.625,99.25
"Carcharodontosaurus lateral","Middle Cretaceous",31.23,14.42,0.461735510726865,1.83221261607429,10.5,0.476190476190476,57.22
"Carcharodontosaurus lateral","Middle Cretaceous",26.69,13.63,0.510678156612964,1.57399775196703,11,0.454545454545455,42.01
"Dilong lateral","Late Jurassic",3.78,1.79,0.473544973544974,1.85185185185185,27.5,0.181818181818182,7
"Dilong lateral","Late Jurassic",2.88,1.33,0.461805555555556,1.67361111111111,27.5,0.181818181818182,4.82
"Dilong lateral","Late Jurassic",2.64,1.88,0.712121212121212,1.96590909090909,28.75,0.173913043478261,5.19
"Dilong lateral","Late Jurassic",2.68,2.16,0.805970149253731,2.72388059701493,27.5,0.181818181818182,7.3
"Dilong lateral","Late Jurassic",3.53,2.36,0.668555240793201,2.05665722379603,27.5,0.181818181818182,7.26
"Dilong lateral","Late Jurassic",3.3,1.74,0.527272727272727,1.83333333333333,26,0.192307692307692,6.05
"Dilong lateral","Late Jurassic",2.8,1.39,0.496428571428571,2.07142857142857,25,0.2,5.8
"Dilong lateral","Late Jurassic",2.57,1.98,0.770428015564202,1.80933852140078,27.5,0.181818181818182,4.65
"Dilong lateral","Late Jurassic",2.92,1.63,0.558219178082192,2,25,0.2,5.84
"Dilong lateral","Late Jurassic",2.88,1.34,0.465277777777778,1.44444444444444,24,0.208333333333333,4.16
"Raptorex lateral","Early Cretaceous",9.5,4.8,0.505263157894737,1.76842105263158,14,0.357142857142857,16.8
"Raptorex lateral","Early Cretaceous",9.8,4.2,0.428571428571429,1.97959183673469,16,0.3125,19.4
"Raptorex lateral","Early Cretaceous",8.1,3.3,0.407407407407407,1.23456790123457,18.5,0.27027027027027,10
"Raptorex lateral","Early Cretaceous",7.4,3.4,0.459459459459459,1.48648648648649,20,0.25,11
"Raptorex lateral","Early Cretaceous",9.6,3.8,0.395833333333333,1.48958333333333,18.33,0.272776868521549,14.3
"Raptorex lateral","Early Cretaceous",8.9,3.1,0.348314606741573,1.57303370786517,18,0.277777777777778,14
"Raptorex lateral","Early Cretaceous",10.7,4,0.373831775700935,1.78504672897196,15,0.333333333333333,19.1
"Raptorex lateral","Early Cretaceous",10.3,4.7,0.45631067961165,2.05825242718447,17,0.294117647058824,21.2
"Raptorex lateral","Early Cretaceous",8,4.9,0.6125,2.35,15.5,0.32258064516129,18.8
"Raptorex lateral","Early Cretaceous",9,3.6,0.4,1.48888888888889,16.66,0.300120048019208,13.4
"Raptorex lateral","Early Cretaceous",7,4.2,0.6,2.02857142857143,15,0.333333333333333,14.2
"Raptorex lateral","Early Cretaceous",8.7,3,0.344827586206897,1.37931034482759,18.5,0.27027027027027,12
"Alioramus lateral","Late Cretaceous",12.44,6.7,0.538585209003215,1.83681672025723,13.5,0.37037037037037,22.85
"Alioramus lateral","Late Cretaceous",11.98,6,0.500834724540901,1.5575959933222,15,0.333333333333333,18.66
"Alioramus lateral","Late Cretaceous",11.99,5.59,0.466221851542952,1.51793160967473,15,0.333333333333333,18.2
"Alioramus lateral","Late Cretaceous",13.68,7.86,0.574561403508772,2.49122807017544,13.5,0.37037037037037,34.08
"Alioramus lateral","Late Cretaceous",18.03,8.38,0.464780920687743,2.20965058236273,13,0.384615384615385,39.84
"Alioramus lateral","Late Cretaceous",16.63,6.25,0.375826819001804,1.90679494888755,14,0.357142857142857,31.71
"Alioramus lateral","Late Cretaceous",15.81,5.99,0.37887413029728,1.67552182163188,14,0.357142857142857,26.49
"Alioramus lateral","Late Cretaceous",15.48,5.81,0.375322997416021,1.56395348837209,16,0.3125,24.21
"Alioramus lateral","Late Cretaceous",12.66,4.92,0.388625592417062,1.56793048973144,16,0.3125,19.85
"Alioramus lateral","Late Cretaceous",10.92,4.6,0.421245421245421,1.47344322344322,15,0.333333333333333,16.09
"Alioramus lateral","Late Cretaceous",13.45,6.74,0.501115241635688,1.74275092936803,14,0.357142857142857,23.44
"Alioramus lateral","Late Cretaceous",12.1,7.19,0.594214876033058,2.13553719008264,13.5,0.37037037037037,25.84
"Alioramus lateral","Late Cretaceous",13.12,5.6,0.426829268292683,1.75076219512195,16,0.3125,22.97
"Alioramus lateral","Late Cretaceous",12.46,5.49,0.440609951845907,1.63643659711075,16,0.3125,20.39
"Alioramus lateral","Late Cretaceous",12.29,5.49,0.446704637917006,1.60618388934093,14,0.357142857142857,19.74
"Alioramus lateral","Late Cretaceous",9.55,4.54,0.475392670157068,1.36230366492147,19,0.263157894736842,13.01
"Gorgosaurus lateral","Late Cretaceous",21.28,10.77,0.506109022556391,1.86466165413534,11,0.454545454545455,39.68
"Gorgosaurus lateral","Late Cretaceous",21.24,12.89,0.606873822975518,2.06403013182674,12,0.416666666666667,43.84
"Gorgosaurus lateral","Late Cretaceous",19.96,13.56,0.67935871743487,2.16983967935872,14,0.357142857142857,43.31
"Gorgosaurus lateral","Late Cretaceous",17.81,7.67,0.430656934306569,1.79169006176305,12.5,0.4,31.91
"Gorgosaurus lateral","Late Cretaceous",18.48,11.41,0.617424242424242,2.0021645021645,13,0.384615384615385,37
"Gorgosaurus lateral","Late Cretaceous",17.72,9.21,0.519751693002257,1.76636568848758,15,0.333333333333333,31.3
"Gorgosaurus lateral","Late Cretaceous",13.69,8.83,0.64499634769905,1.6208911614317,14,0.357142857142857,22.19
"Gorgosaurus lateral","Late Cretaceous",26.48,13.4,0.506042296072508,2.0713746223565,11.5,0.434782608695652,54.85
"Gorgosaurus lateral","Late Cretaceous",20.55,10.57,0.514355231143552,1.96155717761557,11,0.454545454545455,40.31
"Gorgosaurus lateral","Late Cretaceous",20.6,14.6,0.70873786407767,1.88834951456311,10.5,0.476190476190476,38.9
"Gorgosaurus lateral","Late Cretaceous",20.3,14.9,0.733990147783251,2.0935960591133,10,0.5,42.5
"Gorgosaurus lateral","Late Cretaceous",16.6,12.4,0.746987951807229,1.78313253012048,11,0.454545454545455,29.6
"Gorgosaurus lateral","Late Cretaceous",17.9,12.6,0.70391061452514,1.50837988826816,11.5,0.434782608695652,27
"Gorgosaurus lateral","Late Cretaceous",14.83,7.88,0.531355360755226,1.95886716115981,15,0.333333333333333,29.05
"Gorgosaurus lateral","Late Cretaceous",14.59,8.72,0.597669636737492,2.04455106237149,15,0.333333333333333,29.83
"Gorgosaurus lateral","Late Cretaceous",13.69,7.51,0.548575602629657,1.72753834915997,15,0.333333333333333,23.65
"Gorgosaurus lateral","Late Cretaceous",19.01,9.84,0.5176223040505,2.22461862177801,13.5,0.37037037037037,42.29
"Gorgosaurus lateral","Late Cretaceous",16.15,8.81,0.545510835913313,2.18080495356037,15.5,0.32258064516129,35.22
"Gorgosaurus lateral","Late Cretaceous",15.48,8.13,0.525193798449612,1.87919896640827,16.5,0.303030303030303,29.09
"Gorgosaurus lateral","Late Cretaceous",14.64,9.31,0.635928961748634,1.95355191256831,14,0.357142857142857,28.6
"Gorgosaurus lateral","Late Cretaceous",14.07,6.79,0.482587064676617,1.52238805970149,17,0.294117647058824,21.42
"Daspletosaurus lateral","Late Cretaceous",28.83,19.82,0.687478321193202,1.94207422823448,10,0.5,55.99
"Daspletosaurus lateral","Late Cretaceous",26.37,17.7,0.671217292377702,1.69017823284035,10,0.5,44.57
"Daspletosaurus lateral","Late Cretaceous",24.47,18.46,0.754393134450347,2.18103800572129,10,0.5,53.37
"Daspletosaurus lateral","Late Cretaceous",28.99,20.3,0.700241462573301,1.93790962400828,10,0.5,56.18
"Daspletosaurus lateral","Late Cretaceous",26.79,18.15,0.677491601343785,1.63568495707354,12,0.416666666666667,43.82
"Daspletosaurus lateral","Late Cretaceous",25.87,18.3,0.707383069192114,2.10282180131426,10.5,0.476190476190476,54.4
"Daspletosaurus lateral","Late Cretaceous",16.62,11.37,0.684115523465704,1.39229843561974,15,0.333333333333333,23.14
"Daspletosaurus lateral","Late Cretaceous",26.85,20.4,0.759776536312849,2.26443202979516,9,0.555555555555556,60.8
"Daspletosaurus lateral","Late Cretaceous",27,22.63,0.838148148148148,2.76962962962963,11,0.454545454545455,74.78
"Daspletosaurus lateral","Late Cretaceous",22.88,17.81,0.778409090909091,2.29982517482518,10,0.5,52.62
"Daspletosaurus lateral","Late Cretaceous",22.53,16.63,0.738126941855304,2.20017754105637,9,0.555555555555556,49.57
"Daspletosaurus lateral","Late Cretaceous",22.32,12.29,0.550627240143369,2.09587813620072,10,0.5,46.78
"Daspletosaurus lateral","Late Cretaceous",19.19,12.17,0.634184471078687,1.82021886399166,11,0.454545454545455,34.93
"Daspletosaurus lateral","Late Cretaceous",33.24,23.64,0.711191335740072,2.25270758122744,8.5,0.588235294117647,74.88
"Daspletosaurus lateral","Late Cretaceous",30.51,18.3,0.599803343166175,1.96689609963946,11.5,0.434782608695652,60.01
"Daspletosaurus lateral","Late Cretaceous",24.58,15.79,0.642392188771359,1.84052074857608,12.5,0.4,45.24
"Albertosaurus lateral","Late Cretaceous",22.8,13,0.570175438596491,2.01315789473684,11,0.454545454545455,45.9
"Albertosaurus lateral","Late Cretaceous",30.85,16.19,0.524797406807131,2.18833063209076,9,0.555555555555556,67.51
"Albertosaurus lateral","Late Cretaceous",25.79,14.15,0.548662272198527,2.04342768514928,11,0.454545454545455,52.7
"Albertosaurus lateral","Late Cretaceous",30.87,19.72,0.638807904114027,2.27632005183026,9,0.555555555555556,70.27
"Albertosaurus lateral","Late Cretaceous",33.26,19.54,0.58749248346362,2.29675285628382,9,0.555555555555556,76.39
"Albertosaurus lateral","Late Cretaceous",33.84,18.68,0.552009456264775,2.21394799054374,9,0.555555555555556,74.92
"Albertosaurus lateral","Late Cretaceous",29.02,16.6,0.572019297036527,2.13990351481737,9,0.555555555555556,62.1
"Albertosaurus lateral","Late Cretaceous",31.78,18.01,0.566708621774701,2.00660792951542,10,0.5,63.77
"Albertosaurus lateral","Late Cretaceous",29.48,16.66,0.565128900949797,1.94742198100407,10,0.5,57.41
"Albertosaurus lateral","Late Cretaceous",21.88,14.62,0.66819012797075,1.90036563071298,12,0.416666666666667,41.58
"Albertosaurus lateral","Late Cretaceous",14.62,9.1,0.622435020519836,1.72913816689467,13.25,0.377358490566038,25.28
"Tyrannosaurus mesial","Late Cretaceous",24,36.06,1.5025,1.76511369938991,7.1,0.704225352112676,63.65
"Tyrannosaurus lateral","Late Cretaceous",45.46,32.63,0.717773867135944,2.06907171139463,7.5,0.666666666666667,94.06
"Tyrannosaurus lateral","Late Cretaceous",39.41,27.18,0.689672671910683,1.92210098959655,8.3,0.602409638554217,75.75
"Tyrannosaurus lateral","Late Cretaceous",38.56,26.2,0.679460580912863,1.88148340248963,8.8,0.568181818181818,72.55
"Tyrannosaurus lateral","Late Cretaceous",44.86,32.6,0.726705305394561,2.03120820329915,7,0.714285714285714,91.12
"Tyrannosaurus lateral","Late Cretaceous",47.69,37.58,0.788005871251835,2.20717131474104,7,0.714285714285714,105.26
"Tyrannosaurus lateral","Late Cretaceous",46.74,37.21,0.796106118955926,2.32819854514335,7,0.714285714285714,108.82
"Tyrannosaurus lateral","Late Cretaceous",35.65,23.48,0.658625525946704,1.71220196353436,9,0.555555555555556,61.04
"Tyrannosaurus lateral","Late Cretaceous",27.86,18.18,0.652548456568557,1.64967695620962,10,0.5,45.96
"Tyrannosaurus lateral","Late Cretaceous",18.96,13.2,0.69620253164557,1.56751054852321,12,0.416666666666667,29.72
"Tyrannosaurus mesial","Late Cretaceous",24.51,40.76,1.66299469604243,1.84077526987242,7,0.714285714285714,75.03
"Tyrannosaurus lateral","Late Cretaceous",26.47,19.13,0.722704948998867,1.67321496033245,10.5,0.476190476190476,44.29
"Tyrannosaurus lateral","Late Cretaceous",52.07,32.67,0.6274246207029,1.67889379681198,6.5,0.769230769230769,87.42
"Tyrannosaurus lateral","Late Cretaceous",48.74,33.94,0.696347968814116,1.8233483791547,7,0.714285714285714,88.87
"Tyrannosaurus lateral","Late Cretaceous",40.21,27.37,0.680676448644616,1.94205421536931,9,0.555555555555556,78.09
"Tyrannosaurus lateral","Late Cretaceous",34.49,25.71,0.745433458973616,1.92084662220934,8,0.625,66.25
"Tyrannosaurus lateral","Late Cretaceous",34.69,24.51,0.706543672528106,1.83251657538195,9,0.555555555555556,63.57
"Tyrannosaurus mesial","Late Cretaceous",16.3,35.6,2.1840490797546,3.50920245398773,7,0.714285714285714,57.2
"Tyrannosaurus lateral","Late Cretaceous",35,38.2,1.09142857142857,2.75142857142857,7.5,0.666666666666667,96.3
"Tyrannosaurus lateral","Late Cretaceous",31,10.2,0.329032258064516,1.74193548387097,9,0.555555555555556,54
"Tyrannosaurus lateral","Late Cretaceous",14.6,6,0.410958904109589,1.93835616438356,14,0.357142857142857,28.3
"Tyrannosaurus lateral","Late Cretaceous",34.2,21.3,0.62280701754386,1.77426900584795,9.5,0.526315789473684,60.68
"Tyrannosaurus lateral","Late Cretaceous",42.86,28.35,0.661455902939804,1.69552029864676,11,0.454545454545455,72.67
"Tyrannosaurus lateral","Late Cretaceous",37.34,22.82,0.611140867702196,1.74370648098554,10.4,0.480769230769231,65.11
"Tyrannosaurus lateral","Late Cretaceous",33.72,24.44,0.72479240806643,1.63434163701068,10.8,0.462962962962963,55.11
"Tyrannosaurus lateral","Late Cretaceous",46.05,33.78,0.733550488599349,1.97611292073833,7,0.714285714285714,91
"Tyrannosaurus lateral","Late Cretaceous",39.29,31.25,0.795367778060575,1.9852379740392,9,0.555555555555556,78
"Tyrannosaurus lateral","Late Cretaceous",38.23,27.07,0.708082657598745,1.96181009678263,8.5,0.588235294117647,75
"Tyrannosaurus lateral","Late Cretaceous",35,26.6,0.76,1.85714285714286,9,0.555555555555556,65
"Tyrannosaurus lateral","Late Cretaceous",31.5,21,0.666666666666667,1.74603174603175,8.5,0.588235294117647,55
"Tyrannosaurus mesial","Late Cretaceous",14.27,27.38,1.9187105816398,1.61504747991234,9.9,0.505050505050505,44.22
"Tyrannosaurus mesial","Late Cretaceous",21.75,34.87,1.6032183908046,1.68224835101807,9.8,0.510204081632653,58.66
"Tyrannosaurus mesial","Late Cretaceous",18.04,31.75,1.759977827051,1.5792125984252,8.5,0.588235294117647,50.14
"Tyrannosaurus mesial","Late Cretaceous",19.03,30.05,1.57908565423016,1.75707154742096,8.7,0.574712643678161,52.8
"Tyrannosaurus lateral","Late Cretaceous",45.88,34.97,0.762205754141238,2.04184829991282,7.7,0.649350649350649,93.68
"Tyrannosaurus lateral","Late Cretaceous",51.98,34.23,0.658522508657176,1.96633320507888,7.2,0.694444444444444,102.21
"Tyrannosaurus lateral","Late Cretaceous",48.63,33.03,0.679210363972856,2.3709644252519,8.2,0.609756097560976,115.3
"Tyrannosaurus lateral","Late Cretaceous",49.71,29.58,0.595051297525649,2.08046670690002,8,0.625,103.42
"Tyrannosaurus lateral","Late Cretaceous",48.15,31.47,0.653582554517134,1.97071651090343,7,0.714285714285714,94.89
"Tyrannosaurus lateral","Late Cretaceous",38.48,27.2,0.706860706860707,1.91528066528067,4.5,1.11111111111111,73.7
"Tyrannosaurus lateral","Late Cretaceous",29.25,19.01,0.64991452991453,1.65982905982906,10.2,0.490196078431373,48.55
"Tyrannosaurus lateral","Late Cretaceous",32.08,21.86,0.68142144638404,1.72506234413965,9.9,0.505050505050505,55.34
"Tyrannosaurus lateral","Late Cretaceous",21.25,14.57,0.685647058823529,1.504,14,0.357142857142857,31.96
"Tyrannosaurus lateral","Late Cretaceous",40.19,23.64,0.588206021398358,1.64916645931824,9,0.555555555555556,66.28
"Tyrannosaurus mesial","Late Cretaceous",26.23,18.32,0.698436904308044,1.72207396111323,8.9,0.561797752808989,45.17
"Tyrannosaurus mesial","Late Cretaceous",40.66,26.36,0.648303000491884,1.77053615346778,8.2,0.609756097560976,71.99
"Tyrannosaurus lateral","Late Cretaceous",46.2,32.7,0.707792207792208,2.05562770562771,7,0.714285714285714,94.97
"Tyrannosaurus lateral","Late Cretaceous",46.28,31.88,0.688850475367329,1.9232929991357,7.7,0.649350649350649,89.01
"Tyrannosaurus lateral","Late Cretaceous",37.65,27.74,0.736786188579017,1.64701195219123,8,0.625,62.01
"Tyrannosaurus lateral","Late Cretaceous",33.38,23.15,0.693529059316956,1.51408028759736,9.4,0.531914893617021,50.54
"Tyrannosaurus lateral","Late Cretaceous",30.62,21.42,0.699542782495101,1.52939255388635,9.2,0.543478260869565,46.83
"Tyrannosaurus lateral","Late Cretaceous",28.05,20.44,0.728698752228164,1.48163992869875,10.4,0.480769230769231,41.56
