"Taxa (Genus)","Epoch","Log_CBL","Log_CBW","Log_CH","Log_CBR","Log_CHR","Log_DC"
"Masiakasaurus","Late Cretaceous",0.693726948923647,0.383815365980431,0.832508912706236,-0.309911582943216,0.138781963782589,1.30102999566398
"Masiakasaurus","Late Cretaceous",0.737987326333431,0.346352974450639,0.947433721887051,-0.391634351882792,0.20944639555362,1.22271647114758
"Masiakasaurus","Late Cretaceous",0.711807229041191,0.481442628502305,1.12515582958053,0.230448921378274,-0.397940008672038,1.17609125905568
"Indosuchus","Late Cretaceous",1.11058971029925,1.11058971029925,1.30102999566398,0,0.190440285364732,0.823474229170301
"Indosuchus","Late Cretaceous",1.20411998265592,1.12057393120585,1.47712125471966,-0.0835460514500749,0.273001272063738,0.954242509439325
"Indosuchus","Late Cretaceous",1.20411998265592,1,1.43136376415899,-0.204119982655925,0.227243781503063,1
"Indosuchus","Late Cretaceous",1.22010808804006,1.12385164096709,1.46389298898591,-0.0962564470729693,0.243784900945852,0.929418925714293
"Indosuchus","Late Cretaceous",1.28936595152003,0.959041392321094,1.46834733041216,-0.330324559198938,0.178981378892126,1.07918124604762
"Indosuchus","Late Cretaceous",1.2380461031288,1.11360915107303,1.42975228000241,-0.124436952055768,0.191706176873613,1.04139268515823
"Indosuchus","Late Cretaceous",1.21984638602436,1.02775720469055,1.43552585149865,-0.192089181333807,0.215679465474294,2
"Indosuchus","Late Cretaceous",1.23879856271392,1.10890312766731,1.44746813094976,-0.129895435046604,0.208669568235839,2
"Indosuchus","Late Cretaceous",1.13193929521042,1.02284061087653,1.41497334797082,-0.109098684333897,0.283034052760393,2
"Indosuchus","Late Cretaceous",1.20384846374623,1.07773117965239,1.50324577146511,-0.126117284093843,0.299397307718878,1
"Majungasaurus","Late Cretaceous",1.08493357493672,1.03901732199741,1.29314148345093,-0.0459162529393042,0.208207908514215,0.929418925714293
"Majungasaurus","Late Cretaceous",1.17638069224327,1.09516935143176,1.44482519950975,-0.0812113408115153,0.268444507266477,0.929418925714293
"Majungasaurus","Late Cretaceous",1.1846914308176,0.943988875073772,1.37748838337613,-0.240702555743827,0.192796952558534,0.8750612633917
"Majungasaurus","Late Cretaceous",1.17318626841227,0.920123326290724,1.50242711998443,-0.25306294212155,0.329240851572159,0.903089986991944
"Majungasaurus","Late Cretaceous",1.25358028956218,0.96189547366785,1.52387647563813,-0.291684815894332,0.270296186075948,0.977723605288848
"Majungasaurus","Late Cretaceous",1.25839780409551,0.972665592266111,1.545059584694,-0.285732211829398,0.286661780598494,0.954242509439325
"Majungasaurus","Late Cretaceous",1.2718416065365,0.924279286061882,1.49108141342319,-0.347562320474617,0.219239806886688,0.903089986991944
"Majungasaurus","Late Cretaceous",1.26646689544024,0.949390006644913,1.54232738277397,-0.317076888795329,0.275860487333733,0.929418925714293
"Majungasaurus","Late Cretaceous",0.932473764677153,0.865696059916071,1.17026171539496,-0.0667777047610827,0.237787950717804,0.929418925714293
"Majungasaurus","Late Cretaceous",1.11727129565576,0.949877704036875,1.43360984332372,-0.167393591618889,0.316338547667954,0.977723605288848
"Majungasaurus","Late Cretaceous",1.1430148002541,0.879669205632054,1.38738982633873,-0.263345594622042,0.244375026084634,1
"Majungasaurus","Late Cretaceous",1.09898963940118,0.830588668685144,1.32118402730231,-0.268400970716033,0.222194387901137,1
"Majungasaurus","Late Cretaceous",1.088844562727,0.809559714635268,1.29754166781816,-0.279284848091736,0.208697105091156,1
"Majungasaurus","Late Cretaceous",1.06929801211553,0.777426822389311,1.25719842613934,-0.291871189726218,0.187900414023815,1.02612451674545
"Majungasaurus","Late Cretaceous",1.06032002868829,0.770115294787102,1.26881190373978,-0.290204733901184,0.208491875051495,1.05115252244738
"Majungasaurus","Late Cretaceous",1.03302144468291,0.91487181754005,1.3600250891894,-0.11814962714286,0.327003644506487,0.903089986991944
"Majungasaurus","Late Cretaceous",1.11461098423217,0.923244018630276,1.35907622605926,-0.191366965601897,0.24446524182709,0.954242509439325
"Majungasaurus","Late Cretaceous",1.16524432612531,0.894869656745253,1.36229393796423,-0.270374669380058,0.19704961183892,0.954242509439325
"Majungasaurus","Late Cretaceous",1.15289959639375,0.895974732359065,1.33304402982349,-0.256924864034683,0.18014443342974,0.977723605288848
"Majungasaurus","Late Cretaceous",1.13576851456782,0.893206753059848,1.39776625612645,-0.242561761507974,0.261997741558628,1
"Majungasaurus","Late Cretaceous",1.11260500153457,0.926856708949692,1.39040515648008,-0.185748292584882,0.277800154945506,1
"Majungasaurus","Late Cretaceous",1.1078880251828,0.841359470454855,1.35717225772303,-0.266528554727944,0.249284232540235,1.02118929906994
"Majungasaurus","Late Cretaceous",1.04414762087872,0.783188691075258,1.27369558793009,-0.260958929803465,0.229547967051369,1.066698550423
"Majungasaurus","Late Cretaceous",1.11360915107303,0.975891136401793,1.47871075551276,-0.136677139879544,0.3654879848909,1.07918124604762
"Majungasaurus","Late Cretaceous",1.09377178149873,0.966610986681934,1.43216726944259,-0.1249387366083,0.338456493604605,1
"Majungasaurus","Late Cretaceous",1.09725730969342,0.919078092376074,1.44232295574557,-0.180456064458131,0.344392273685111,1.04139268515823
"Majungasaurus","Late Cretaceous",1.08206693428511,1.04493154614916,1.49858620881752,-0.0362121726544447,0.416640507338281,0.954242509439325
"Majungasaurus","Late Cretaceous",1.17055505852121,1.06892761168207,1.51027684441735,-0.102372908709559,0.340444114840118,0.929418925714293
"Majungasaurus","Late Cretaceous",1.16435285578444,0.960470777534299,1.50078517291746,-0.200659450546418,0.33645973384853,0.991226075692495
"Majungasaurus","Late Cretaceous",1.26245108973043,0.935507265824713,1.56702636615906,-0.327902142064283,0.305351369446624,0.954242509439325
"Majungasaurus","Late Cretaceous",1.26410915630581,0.964259630196849,1.58069693971244,-0.301029995663981,0.315970345456918,0.954242509439325
"Majungasaurus","Late Cretaceous",1.25503116334555,0.928907690243953,1.47712125471966,-0.327902142064283,0.222716471147583,0.8750612633917
"Majungasaurus","Late Cretaceous",1.2771506139638,0.947433721887051,1.55071742346928,-0.327902142064283,0.27415784926368,1
"Majungasaurus","Late Cretaceous",1.25935492730803,0.959041392321094,1.58748646541096,-0.301029995663981,0.328379603438738,0.954242509439325
"Majungasaurus","Late Cretaceous",1.2132520521964,0.815577748324267,1.46775605124403,-0.397940008672038,0.255272505103306,0.977723605288848
"Majungasaurus","Late Cretaceous",0.896526217489555,0.540329474790874,1.09516935143176,-0.356547323513813,0.198657086954423,1.14612803567824
"Majungasaurus","Late Cretaceous",0.944975908412048,0.857332496431269,1.29841638006129,-0.0861861476162833,0.354108439147401,0.954242509439325
"Majungasaurus","Late Cretaceous",1.12385164096709,0.932473764677153,1.40432046722173,-0.193820026016113,0.281033367247728,0.977723605288848
"Majungasaurus","Late Cretaceous",1.15350998930084,0.887617300335736,1.40019248859258,-0.267606240177031,0.24551266781415,1.04139268515823
"Majungasaurus","Late Cretaceous",1.10243370568134,0.852479993636856,1.29950729870049,-0.2518119729938,0.195899652409234,1
"Majungasaurus","Late Cretaceous",1.09795107099415,0.825426117767823,1.28352736486169,-0.275724130399211,0.184691430817599,1.04139268515823
"Majungasaurus","Late Cretaceous",1.08919836680515,0.826074802700826,1.25212455250564,-0.259637310505756,0.164352855784437,1.04139268515823
"Majungasaurus","Late Cretaceous",1.06892761168207,0.798650645445269,1.20924684875337,-0.267606240177031,0.139879086401236,1.04139268515823
"Majungasaurus","Late Cretaceous",0.9698816437465,0.72916478969277,1.16076856186113,-0.244125144327509,0.190331698170291,1.04139268515823
"Majungasaurus","Late Cretaceous",1.03782475058834,0.928395852256714,1.35945602012099,-0.10790539730952,0.322219294733919,0.929418925714293
"Majungasaurus","Late Cretaceous",1.13129779659762,0.917505509552547,1.35926616460675,-0.214670164989233,0.227886704613674,0.954242509439325
"Majungasaurus","Late Cretaceous",1.1430148002541,0.886490725172482,1.38165648258579,-0.244125144327509,0.238046103128795,1
"Majungasaurus","Late Cretaceous",1.13033376849501,0.890421018800914,1.41077723337721,-0.236572006437063,0.281033367247728,1.04139268515823
"Majungasaurus","Late Cretaceous",1.1078880251828,0.933993163831242,1.37584643630916,-0.173925197299174,0.267171728403014,1
"Majungasaurus","Late Cretaceous",1.11958577496178,0.848189116991399,1.36172783601759,-0.267606240177031,0.243038048686294,0.977723605288848
"Majungasaurus","Late Cretaceous",1.05153839051533,0.762678563727436,1.27253777737524,-0.292429823902064,0.220108088040055,1.07918124604762
"Majungasaurus","Late Cretaceous",1.10991586302379,0.720159303405957,1.27207378750001,-0.387216143280265,0.161368002234975,1.07918124604762
"Majungasaurus","Late Cretaceous",1.22788670461367,0.93801909747621,1.57553421831986,-0.292429823902064,0.348304863048161,0.968482948553935
"Majungasaurus","Late Cretaceous",1.23299611039215,0.944975908412048,1.54419211076503,-0.283996656365201,0.311753861055754,1
"Monolophosaurus","Middle Jurassic",1.18639121569549,1.04178731897175,1.52762990087134,-0.144603896723741,0.341238685175845,1.24303804868629
"Monolophosaurus","Middle Jurassic",1.28690535297237,0.995196291597179,1.61815273337852,-0.291709061375195,0.331247380406145,1.20411998265592
"Monolophosaurus","Middle Jurassic",1.2027606873932,0.760422483423212,1.24821856119007,-0.442338203969988,0.0454578737968748,1.17609125905568
"Monolophosaurus","Middle Jurassic",1.13545069934551,0.790285164033242,1.39880773020326,-0.345165535312272,0.318478892712215,1.24303804868629
"Monolophosaurus","Middle Jurassic",1.11627558758054,0.853089529851866,1.31868926994775,-0.263186057728679,0.202413682367202,1.25527250510331
"Monolophosaurus","Middle Jurassic",1.03019478535675,0.823474229170301,1.31618009889345,-0.20672055618645,0.285557309007774,1.24303804868629
"Monolophosaurus","Middle Jurassic",1.07954300740291,0.818225893613955,1.33405144034689,-0.261317113788951,0.254508432943986,1.24303804868629
"Monolophosaurus","Middle Jurassic",1.09025805293132,0.752816431188271,1.29776051109913,-0.337441621743045,0.207502458167818,1.20411998265592
"Monolophosaurus","Middle Jurassic",1.11159852488039,0.693726948923647,1.32428245529769,-0.417871575956747,0.212683930417299,1.30102999566398
"Monolophosaurus","Middle Jurassic",0.993876914941211,0.736396502276642,1.22737244228964,-0.257480412664569,0.233495527348425,1.28239550474253
"Marshosaurus","Late Jurassic",1.01367969729119,0.760422483423212,1.32035403281767,-0.253257213867981,0.306674335526479,1.17609125905568
"Marshosaurus","Late Jurassic",0.919601023784111,0.694605198933569,1.11925588927794,-0.224995824850542,0.199654865493826,1.24303804868629
"Marshosaurus","Late Jurassic",1.19173039336286,0.740362689494244,1.49568306761692,-0.451367703868613,0.303952674254059,1.17609125905568
"Marshosaurus","Late Jurassic",1.21879799811174,0.734799829588847,1.61172330800734,-0.483998168522891,0.392925309895604,1.17609125905568
"Marshosaurus","Late Jurassic",1.19256745333655,0.64738297011462,1.37876117531637,-0.545184483221926,0.186193721979828,1.22167499707077
"Marshosaurus","Late Jurassic",1.09725730969342,0.671172842715083,1.29025726939452,-0.426084466978337,0.192999959701098,1.21085336531489
"Marshosaurus","Late Jurassic",1.07188200730613,0.564666064252089,1.25527250510331,-0.507215943054036,0.183390497797181,1.24303804868629
"Marshosaurus","Late Jurassic",0.863322860120456,0.496929648073215,0.890421018800914,-0.366393212047241,0.0270981586804583,1.30102999566398
"Duriavenator","Middle Jurassic",1.38578495884334,1.10516942799933,1.71374247840908,-0.280615530844004,0.327957519565747,1.04139268515823
"Duriavenator","Middle Jurassic",1.32159843046534,0.903632516084238,1.59571661994342,-0.417965914381106,0.274118189478081,1.09691001300806
"Duriavenator","Middle Jurassic",1.26552533521907,0.963787827345555,1.47668674294564,-0.301737507873519,0.211161407726571,1.07918124604762
"Duriavenator","Middle Jurassic",1.23552844690755,0.904174368284164,1.45530177165708,-0.331354078623385,0.219773324749527,1.02118929906994
"Duriavenator","Middle Jurassic",1.38560627359831,1.10720996964787,1.70833590268226,-0.278396303950444,0.322729629083951,1.04139268515823
"Duriavenator","Middle Jurassic",1.32014628611105,1.07188200730613,1.59017283159631,-0.248264278804929,0.27002654548526,1.04139268515823
"Duriavenator","Middle Jurassic",1.26007138798507,0.920123326290724,1.4667193716816,-0.339948061694351,0.206647983696524,1.07918124604762
"Megalosaurus","Middle Jurassic",1.2626883443017,1.004751155591,1.54961623951909,-0.257937188710695,0.286927895217389,1.16136800223497
"Megalosaurus","Middle Jurassic",1.05115252244738,0.80413943233535,1.35218251811136,-0.247013090112031,0.301029995663981,1.30102999566398
"Megalosaurus","Middle Jurassic",1.38524868240322,1.11859536522376,1.71875073473967,-0.266653317179458,0.333502052336445,1.07918124604762
"Megalosaurus","Middle Jurassic",1.24797326636181,0.835056101720116,1.45697301363582,-0.41291716464169,0.208999747274011,1.14612803567824
"Megalosaurus","Middle Jurassic",1.37876117531637,1.08134730780413,1.71382642438052,-0.297413867512241,0.335065249064151,1.11394335230684
"Megalosaurus","Middle Jurassic",1.33000770087276,1.13545069934551,1.67550338472796,-0.194557001527245,0.345495683855197,0.942008053022313
"Megalosaurus","Middle Jurassic",1.4224256763712,1.14395111642396,1.73575853744374,-0.278474559947241,0.313332861072534,1.04139268515823
"Megalosaurus","Middle Jurassic",1.055378331375,0.887617300335736,1.42537116643894,-0.167761031039264,0.369992835063941,1.11394335230684
"Megalosaurus","Middle Jurassic",1.38237730346811,1.10720996964787,1.66782637895071,-0.275167333820245,0.285449075482597,1
"Torvosaurus","Late Jurassic",1.62767303176662,1.32407657973949,2.02234587626988,-0.303596452027129,0.394672844503264,0.845098040014257
"Torvosaurus","Late Jurassic",1.60681114691896,1.33324569896196,2.00851500763145,-0.273565447957001,0.401703860712491,0.8750612633917
"Torvosaurus","Late Jurassic",1.65820225338701,1.2148438480477,2.02694162795903,-0.443358405339317,0.368739374572015,0.903089986991944
"Torvosaurus","Late Jurassic",1.39462676427221,1.13798673272353,1.6387886671574,-0.256640031548677,0.244161902885189,0.977723605288848
"Torvosaurus","Late Jurassic",1.49415459401844,1.30535136944662,1.93348728784871,-0.188803224571819,0.439332693830263,0.903089986991944
"Torvosaurus","Late Jurassic",1.50785587169583,1.19865708695442,1.78604121024255,-0.309198784741408,0.278185338546723,0.903089986991944
"Torvosaurus","Late Jurassic",1.68115074993242,1.35964579267454,2.15081781990167,-0.318758762624413,0.469822015978163,0.698970004336019
"Torvosaurus","Late Jurassic",1.40397796366935,1.10105935490812,1.79441833087414,-0.301029995663981,0.390935107103379,0.8750612633917
"Torvosaurus","Late Jurassic",1.48643047885443,1.24427712080184,1.90194846507308,-0.244125144327509,0.414973347970818,0.778151250383644
"Torvosaurus","Late Jurassic",1.35564305022087,1.18041263283832,1.75747194776567,-0.173925197299174,0.401400540781544,0.903089986991944
"Torvosaurus","Late Jurassic",1.4201208480857,1.07990446766672,1.75739602879302,-0.337242168318426,0.33645973384853,1
"Torvosaurus","Late Jurassic",1.55954755558043,1.22865695810894,1.9624640460579,-0.327902142064283,0.403120521175818,0.778151250383644
"Torvosaurus","Late Jurassic",1.36604920980024,1.13830269816628,1.71808629478309,-0.229147988357856,0.352182518111362,0.903089986991944
"Torvosaurus","Late Jurassic",1.39984671271292,1.15136985024746,1.81624129999178,-0.2518119729938,0.416640507338281,0.903089986991944
"Torvosaurus","Late Jurassic",1.52750101098112,1.3096301674259,1.97252681786586,-0.214670164989233,0.445604203273598,0.929418925714293
