"CladeToothtype","Epoch","Log_CBL","Log_CBW","Log_CBR","Log_CHR","Log_DC","Log_DDL","Log_CH"
"Metriacanthosauridae Lateral","Late Jurassic",2.94443897916644,2.26176309847379,-0.68267588069265,0.758096801394981,2.35137525716348,-0.741937344729377,3.70253578056142
"Metriacanthosauridae Lateral","Late Jurassic",2.97450863710236,2.24918431626693,-0.725324320835434,0.674069520238046,2.4423470353692,-0.832909122935104,3.64857815734041
"Metriacanthosauridae Lateral","Late Jurassic",2.99021709286588,2.35517754311322,-0.635039549752665,0.697912079857351,2.39789527279837,-0.78845736036427,3.68812917272323
"Metriacanthosauridae Lateral","Middle Cretaceous",2.78501124223834,2.01490302054226,-0.770108221696074,1.02165124753198,2.63905732961526,-1.02961941718116,3.80666248977032
"Metriacanthosauridae Lateral","Middle Cretaceous",2.92852352386054,2.00148000021012,-0.927043523650417,0.948908036797986,2.56494935746154,-0.955511445027436,3.87743156065853
"Metriacanthosauridae Lateral","Middle Cretaceous",3.06805293513362,2.33214389523559,-0.735909039898027,0.823767362977009,2.484906649788,-0.8754687373539,3.89182029811063
"Allosauridae Mesial","Late Jurassic",2.52252351335931,1.79175946922805,-0.730764044131252,0.832629929801441,2.30258509299405,-0.693147180559945,3.35515344316075
"Allosauridae Mesial","Late Jurassic",2.484906649788,2.40423874672055,-0.0806679030674548,0.544743841969451,2.30258509299405,-0.693147180559945,3.02965049175745
"Allosauridae Mesial","Late Jurassic",2.56802155649851,2.22786154679811,-0.340160009700398,0.727074294281103,2.39789527279837,-0.78845736036427,3.29509585077961
"Allosauridae Mesial","Late Jurassic",3.01357219168232,2.50878592357794,-0.504786268104379,0.889813620350161,2.19722457733622,-0.587786664902119,3.90338581203248
"Allosauridae Mesial","Late Jurassic",2.77321352700862,2.10778601468898,-0.665427512319645,0.754616505586898,2.52572864430826,-0.916290731874155,3.52783003259552
"Allosauridae Mesial","Late Jurassic",2.81839825827108,2.76568998054862,-0.0527082777224508,0.82835626954219,2.2512917986065,-0.641853886172395,3.64675452781327
"Allosauridae Mesial","Late Jurassic",2.81780106506133,2.65815943148875,-0.159641633572584,0.763771536064098,2.30258509299405,-0.693147180559945,3.58157260112543
"Allosauridae Mesial","Late Jurassic",2.83085763036376,2.72654478373837,-0.104312846625383,0.952194993767429,2.30258509299405,-0.693147180559945,3.78305262413119
"Allosauridae Mesial","Late Jurassic",2.79728133483015,2.69192081917233,-0.105360515657826,0.879525538049514,2.36273901581379,-0.753301103379692,3.67680687287967
"Allosauridae Mesial","Late Jurassic",2.34851402488245,2.18380155700408,-0.164712467878367,0.955805281803223,2.35137525716348,-0.741937344729377,3.30431930668567
"Allosauridae Lateral","Late Jurassic",2.44408465526775,2.13060982825424,-0.31347482701351,0.802017155854047,2.62103882411258,-1.01160091167848,3.24610181112179
"Allosauridae Mesial","Late Jurassic",1.69927861643389,1.85473426838944,0.155455651955554,0.80787864228893,2.56494935746154,-0.955511445027436,2.50715725872282
"Allosauridae Lateral","Late Jurassic",2.04640168760164,1.80335860507141,-0.243043082530229,0.903286647450949,2.60268968544438,-0.993251773010283,2.94968833505258
"Allosauridae Lateral","Late Jurassic",2.54553127160444,2.46809953147162,-0.077431740132816,0.60077386042893,2.30258509299405,-0.693147180559945,3.14630513203337
"Allosauridae Lateral","Late Jurassic",2.64830019669644,2.58701187272515,-0.0612883239712822,0.780188045201623,2.30258509299405,-0.693147180559945,3.42848824189806
"Allosauridae Lateral","Late Jurassic",2.68648602318637,2.41858876875035,-0.267897254436018,0.687682686087867,2.45616418092235,-0.846726268488246,3.37416870927424
"Allosauridae Lateral","Late Jurassic",2.70404217970467,1.96990565461153,-0.734136525093142,0.744992531371644,2.57451880847769,-0.965080896043587,3.44903471107632
"Allosauridae Lateral","Late Jurassic",3.11750733047991,2.48906465993666,-0.628442670543248,0.743011832081119,2.4423470353692,-0.832909122935104,3.86051916256103
"Allosauridae Lateral","Late Jurassic",3.02383370366487,2.63404478779171,-0.389788915873152,0.832465152990919,2.52572864430826,-0.916290731874155,3.85629885665578
"Allosauridae Lateral","Late Jurassic",2.92691795755363,2.598235335095,-0.328682622458628,0.813604729712143,2.35137525716348,-0.741937344729377,3.74052268726577
"Allosauridae Mesial","Late Jurassic",2.70001802940495,2.85070650150373,0.150688472098787,0.825459752767547,2.19722457733622,-0.587786664902119,3.52547778217249
"Allosauridae Mesial","Late Jurassic",2.88591740754678,2.7330679640775,-0.152849443469287,0.807949588078191,2.30258509299405,-0.693147180559945,3.69386699562498
"Allosauridae Mesial","Late Jurassic",2.39151130218845,2.53051716104005,0.139005858851605,0.837314853532922,2.32727770558442,-0.717839793150317,3.22882615572137
"Allosauridae Mesial","Late Jurassic",2.87016905057865,2.67345875633259,-0.196710294246054,0.728238500371215,2.30258509299405,-0.693147180559945,3.59840755094986
"Allosauridae Mesial","Late Jurassic",2.36743606531366,2.25444471766611,-0.112991347647551,0.811866984434716,2.484906649788,-0.8754687373539,3.17930304974838
"Allosauridae Lateral","Late Jurassic",3.14974008603334,2.3767644911683,-0.772975594865041,0.666652688379557,2.39789527279837,-0.78845736036427,3.8163927744129
"Allosauridae Lateral","Late Jurassic",2.81780106506133,2.11021320034659,-0.70758786471474,0.557736569820248,2.484906649788,-0.8754687373539,3.37553763488158
"Allosauridae Lateral","Late Jurassic",2.74919214443339,2.31154483436552,-0.437647310067868,0.831823663804606,2.484906649788,-0.8754687373539,3.58101580823799
"Allosauridae Lateral","Late Jurassic",3.00963517872298,2.59525470695687,-0.414380471766117,0.832394454884629,2.52572864430826,-0.916290731874155,3.71552138506036
"Allosauridae Lateral","Late Jurassic",3.0777729838902,2.63977136034892,-0.438001623541285,0.774924555453131,2.60268968544438,-0.993251773010283,3.85269753934333
"Allosauridae Lateral","Late Jurassic",2.78747733473353,2.08069076108027,-0.706786573653264,0.685110043015296,2.56494935746154,-0.955511445027436,3.47258737774883
"Allosauridae Lateral","Late Jurassic",3.02723094061336,2.5564518169511,-0.470779123662266,0.780763994390736,2.52572864430826,-0.916290731874155,3.8079949350041
"Allosauridae Lateral","Late Jurassic",3.12982600803469,2.7638002162067,-0.366025791827988,0.779593611523341,2.35137525716348,-0.741937344729377,3.90941961955803
"Allosauridae Lateral","Late Jurassic",2.70738331211451,1.99197551589856,-0.715407796215946,0.694480514090809,2.30258509299405,-0.693147180559945,3.40186382620532
"Allosauridae Lateral","Late Jurassic",2.72261035243354,1.95160817016995,-0.771002182263589,0.788337893187735,2.39789527279837,-0.78845736036427,3.51094824562127
"Allosauridae Lateral","Late Jurassic",2.49155119250667,2.00821403239147,-0.483337160115201,0.744378386927359,2.86220088092947,-1.25276296849537,3.23592957943403
"Allosauridae Lateral","Late Jurassic",2.64333388638252,2.02683159140754,-0.61650229497498,0.706570200892086,2.63905732961526,-1.02961941718116,3.3499040872746
"Allosauridae Lateral","Late Jurassic",2.69327491552006,1.97546895129686,-0.717805964223198,0.546187542956533,2.70805020110221,-1.09861228866811,3.23946245847659
"Allosauridae Lateral","Late Jurassic",2.85186190313429,2.56725439113675,-0.284607511997535,0.792281657138256,2.4423470353692,-0.832909122935104,3.64414356027254
"Allosauridae Lateral","Late Jurassic",2.46555392127219,2.11142458753289,-0.354129333739299,0.784820570655386,2.60268968544438,-0.993251773010283,3.25037449192757
"Allosauridae Lateral","Late Jurassic",2.36368019235386,2.27931646605469,-0.0843637262991653,0.839878928402451,2.39789527279837,-0.78845736036427,3.20355912075631
"Allosauridae Lateral","Late Jurassic",2.77881927199042,2.62611681833952,-0.152702453650893,0.931087549315595,2.39789527279837,-0.78845736036427,3.70990682130601
"Allosauridae Lateral","Late Jurassic",2.81540871942271,2.59525470695687,-0.220154012465844,0.713888664866762,2.39789527279837,-0.78845736036427,3.52929738428947
"Allosauridae Lateral","Late Jurassic",2.92852352386054,1.93152141160321,-0.997002112257327,0.534082485930258,2.59001713419062,-0.980579221756517,3.4626060097908
"Allosauridae Mesial","Late Jurassic",2.88480071284671,2.85070650150373,-0.0340942113429759,0.791499959060367,2.484906649788,-0.8754687373539,3.67630067190708
"Allosauridae Mesial","Late Jurassic",2.53369681395743,2.67414864942653,0.140451835469097,0.986763988531541,2.30258509299405,-0.693147180559945,3.52046080248897
"Allosauridae Mesial","Late Jurassic",2.7408400239252,2.54944517092557,-0.191394852999629,0.808777362855228,2.39789527279837,-0.78845736036427,3.54961738678043
"Allosauridae Mesial","Late Jurassic",2.64262239577975,2.52732736567195,-0.115295030107802,0.892814461090603,2.30258509299405,-0.693147180559945,3.53543685687036
"Allosauridae Mesial","Late Jurassic",2.54866361559075,2.35137525716348,-0.197288358427274,0.983562028477808,2.30258509299405,-0.693147180559945,3.53222564406856
"Allosauridae Mesial","Late Jurassic",2.61958321977988,2.36555989215543,-0.254023327624446,0.882665405952003,2.39789527279837,-0.78845736036427,3.50224862573188
"Allosauridae Mesial","Late Jurassic",2.88759011493429,2.87469394517693,-0.012896169757353,0.706978659708407,2.2512917986065,-0.641853886172395,3.5945687746427
"Allosauridae Lateral","Late Jurassic",3.10009228887823,2.27624111765444,-0.82385117122379,0.676569078619236,2.39789527279837,-0.78845736036427,3.77666136749747
"Allosauridae Mesial","Late Jurassic",2.77881927199042,2.72785282839839,-0.0509664435920276,0.744595742395987,2.30258509299405,-0.693147180559945,3.5234150143864
"Allosauridae Mesial","Late Jurassic",2.77258872223978,2.68102152871429,-0.0915671935254905,0.750531263379179,2.33214389523559,-0.72270598280149,3.52311998561896
"Allosauridae Mesial","Late Jurassic",2.7408400239252,2.70136121295141,-0.0408219945202552,0.86288995514704,2.30258509299405,-0.693147180559945,3.60576954739093
"Allosauridae Mesial","Late Jurassic",2.79116510781272,2.60268968544438,-0.188475422368333,0.838229699466327,2.30258509299405,-0.693147180559945,3.62939480727904
"Allosauridae Mesial","Late Jurassic",2.86220088092947,2.54944517092557,-0.312755710003897,0.797507195884188,2.39789527279837,-0.78845736036427,3.65970807681366
"Neovenatoridae Lateral","Late Cretaceous",2.09186406167839,1.3244189574018,-0.76744510427659,0.563488350423368,2.86220088092947,-1.25276296849537,2.65535241210176
"Neovenatoridae Lateral","Late Cretaceous",2.08691355651854,1.35325450704169,-0.733659049476847,0.531941065779202,2.70805020110221,-1.09861228866811,2.61885462229774
"Neovenatoridae Lateral","Late Cretaceous",1.99470031322475,1.28923264827676,-0.705467664947986,0.522996159386246,2.86220088092947,-1.25276296849537,2.51769647261099
"Neovenatoridae Lateral","Late Cretaceous",2.03470564783844,1.25561603747777,-0.77908961036067,0.382992252256106,2.86220088092947,-1.25276296849537,2.41769790009455
"Neovenatoridae Lateral","Early Cretaceous",2.65885995691144,2.04251818757524,-0.6163417693362,0.554802300903875,2.70805020110221,-1.09861228866811,3.21366225781531
"Neovenatoridae Lateral","Early Cretaceous",2.61812549357422,2.05412373369555,-0.564001759878677,0.408135985014591,2.89037175789616,-1.28093384546206,3.02626147858881
"Neovenatoridae Lateral","Early Cretaceous",2.89701630061483,2.28136145654242,-0.615654844072414,0.79585517476864,2.67414864942653,-1.06471073699243,3.69287147538347
"Neovenatoridae Lateral","Early Cretaceous",2.89037175789616,2.01490302054226,-0.8754687373539,1.02165124753198,2.52572864430826,-0.916290731874155,3.91202300542815
"Neovenatoridae Lateral","Early Cretaceous",2.85647020622048,2.01490302054226,-0.841567185678219,0.652085693762171,2.80336038090653,-1.19392246847243,3.50855589998265
"Neovenatoridae Lateral","Early Cretaceous",2.19722457733622,1.62924053973028,-0.567984037605939,0.635988766719997,2.83321334405622,-1.22377543162212,2.83321334405622
"Neovenatoridae Lateral","Early Cretaceous",2.47653840011748,1.7404661748405,-0.736072225276979,1.019969161349,2.86220088092947,-1.25276296849537,3.49650756146648
"Neovenatoridae Lateral","Early Cretaceous",2.73436750941958,1.80828877117927,-0.926078738240318,0.709250588126524,2.63905732961526,-1.02961941718116,3.44361809754611
"Neovenatoridae Lateral","Early Cretaceous",2.4423470353692,1.7227665977411,-0.719580437628101,0.491509834466699,2.77258872223978,-1.16315080980568,2.9338568698359
"Neovenatoridae Lateral","Early Cretaceous",2.34180580614733,1.52605630349505,-0.815749502652278,0.191891007810105,2.80336038090653,-1.19392246847243,2.53369681395743
"Neovenatoridae Lateral","Early Cretaceous",2.484906649788,1.6094379124341,-0.8754687373539,0.432864082296279,2.77258872223978,-1.16315080980568,2.91777073208428
"Neovenatoridae Lateral","Early Cretaceous",2.29253475714054,1.43508452528932,-0.857450231851222,0.59783700075562,2.89037175789616,-1.28093384546206,2.89037175789616
"Neovenatoridae Lateral","Early Cretaceous",2.76631910922619,1.7227665977411,-1.04355251148508,0.760041415389975,2.56494935746154,-0.955511445027436,3.52636052461616
"Neovenatoridae Lateral","Early Cretaceous",2.35137525716348,1.7227665977411,-0.628608659422374,0.784118958765672,2.77258872223978,-1.16315080980568,3.13549421592915
"Neovenatoridae Lateral","Early Cretaceous",3.09104245335832,2.01490302054226,-1.07613943281605,0.912647740595654,2.52572864430826,-0.916290731874155,4.00369019395397
"Neovenatoridae Lateral","Early Cretaceous",1.6094379124341,0.832909122935104,-0.776528789498996,0.182321556793955,3.09104245335832,-1.48160454092422,1.79175946922805
"Neovenatoridae Lateral","Middle Cretaceous",1.98787434815435,1.56861591791385,-0.4192584302405,0.53785429615391,2.70805020110221,-1.09861228866811,2.52572864430826
"Neovenatoridae Lateral","Middle Cretaceous",1.91692261218206,1.79175946922805,-0.125163142954006,0.722134717433198,2.70805020110221,-1.09861228866811,2.63905732961526
"Neovenatoridae Lateral","Middle Cretaceous",2.23001440015921,1.70474809223843,-0.525266307920785,0.380055392582796,2.70805020110221,-1.09861228866811,2.61006979274201
"Neovenatoridae Lateral","Middle Cretaceous",2.12823170584927,1.45861502269952,-0.669616683149751,0.421213465076303,2.70805020110221,-1.09861228866811,2.54944517092557
"Neovenatoridae Lateral","Middle Cretaceous",2.30258509299405,1.82454929205105,-0.478035800943,0.609765571620894,2.70805020110221,-1.09861228866811,2.91235066461494
"Neovenatoridae Lateral","Middle Cretaceous",2.2512917986065,1.87180217690159,-0.379489621704904,0.55206858230004,2.70805020110221,-1.09861228866811,2.80336038090653
"Neovenatoridae Lateral","Middle Cretaceous",2.34180580614733,1.7404661748405,-0.601339631306822,0.455475528682826,2.70805020110221,-1.09861228866811,2.79728133483015
"Neovenatoridae Lateral","Middle Cretaceous",2.24070968927596,1.75785791755237,-0.482851771723585,0.426518517305997,2.70805020110221,-1.09861228866811,2.66722820658195
"Carcharodontosauridae Lateral","Middle Cretaceous",3.42426265459315,2.94443897916644,-0.479823675426711,1.13381592386109,2.484906649788,-0.8754687373539,4.55807857845424
"Carcharodontosauridae Lateral","Middle Cretaceous",3.13983261752775,2.36085400111802,-0.778978616409727,0.936008473129793,2.63905732961526,-1.02961941718116,4.07584109065754
"Carcharodontosauridae Mesial","Middle Cretaceous",3.05022045883806,2.78253905309295,-0.267681405745111,0.844045825000826,2.4423470353692,-0.832909122935104,3.89426628383889
"Carcharodontosauridae Mesial","Middle Cretaceous",3.35445511911002,2.8100049236252,-0.54445019548482,0.795324150000178,2.59001713419062,-0.980579221756517,4.1497792691102
"Carcharodontosauridae Mesial","Middle Cretaceous",3.02334744058696,3.03591406318682,0.0125666225998586,0.878827228786367,2.56494935746154,-0.955511445027436,3.90217466937333
"Carcharodontosauridae Mesial","Middle Cretaceous",3.18013499655177,2.80880010420235,-0.371334892349417,0.969959580774822,2.484906649788,-0.8754687373539,4.15009457732659
"Carcharodontosauridae Mesial","Middle Cretaceous",3.25848107946056,2.82553689655788,-0.432944182902683,0.689680972583459,2.59001713419062,-0.980579221756517,3.94816205204402
"Carcharodontosauridae Lateral","Middle Cretaceous",3.66022274486413,3.00963517872298,-0.650587566141149,0.840253370009294,2.56494935746154,-0.955511445027436,4.50047611487343
"Carcharodontosauridae Lateral","Middle Cretaceous",3.65764675168284,3.09919098192222,-0.558455769760617,0.895808998618575,2.56494935746154,-0.955511445027436,4.55345575030141
"Carcharodontosauridae Lateral","Middle Cretaceous",3.32934327789417,2.92262380173335,-0.406719476160819,0.969029971782457,2.70805020110221,-1.09861228866811,4.29837324967663
"Carcharodontosauridae Lateral","Middle Cretaceous",3.49559805708364,3.06292352309431,-0.432674533989325,0.697837407782692,2.484906649788,-0.8754687373539,4.19343546486633
"Carcharodontosauridae Lateral","Middle Cretaceous",3.63363097988346,3.07315617051879,-0.560474809364663,0.888483630967308,2.70805020110221,-1.09861228866811,4.52211461085077
"Carcharodontosauridae Lateral","Middle Cretaceous",3.5034530823665,2.93545134266906,-0.568001739697442,0.7593676298275,2.4423470353692,-0.832909122935104,4.262820712194
"Carcharodontosauridae Lateral","Middle Cretaceous",3.68512240523622,3.08922261664133,-0.595899788594894,0.829356915467363,2.63905732961526,-1.02961941718116,4.51447932070359
"Carcharodontosauridae Lateral","Middle Cretaceous",3.69759139471596,2.99322914333587,-0.704362251380085,0.793065404483373,2.63905732961526,-1.02961941718116,4.49065679919933
"Carcharodontosauridae Lateral","Middle Cretaceous",3.45125658153489,2.94968833505258,-0.501568246482308,0.844803584587798,2.67414864942653,-1.06471073699243,4.29606016612269
"Carcharodontosauridae Lateral","Middle Cretaceous",3.3833727967496,2.7459880404426,-0.637384756307001,0.754669620738217,2.70805020110221,-1.09861228866811,4.13804241748782
"Carcharodontosauridae Lateral","Middle Cretaceous",3.45442214289945,2.94233149682688,-0.512090646072577,0.959829639069165,2.70805020110221,-1.09861228866811,4.41425178196862
"Carcharodontosauridae Lateral","Middle Cretaceous",3.40419289064195,2.8541687092322,-0.55002418140975,0.858205256576397,2.70805020110221,-1.09861228866811,4.26239814721835
"Carcharodontosauridae Lateral","Middle Cretaceous",3.43043250693049,2.77633170851862,-0.654100798411875,0.710636595464479,2.70805020110221,-1.09861228866811,4.14106910239497
"Carcharodontosauridae Lateral","Middle Cretaceous",3.43592081772054,2.82137888640921,-0.614541931311328,0.586569640733576,2.70805020110221,-1.09861228866811,4.02249045845412
"Carcharodontosauridae Lateral","Middle Cretaceous",3.32970137995709,2.61227324570844,-0.717428134248644,0.525962891801676,2.70805020110221,-1.09861228866811,3.85566427175876
"Carcharodontosauridae Lateral","Middle Cretaceous",3.21366225781531,2.60564826748413,-0.608013990331185,0.466680865276337,2.77258872223978,-1.16315080980568,3.68034312309165
"Carcharodontosauridae Lateral","Middle Cretaceous",2.99922616280825,2.44321622273379,-0.556009940074456,0.371855594949285,2.70805020110221,-1.09861228866811,3.37108175775753
"Carcharodontosauridae Lateral","Middle Cretaceous",3.43688622407066,2.99623214859564,-0.44065407547502,0.859173942052028,2.65042108826557,-1.04098317583147,4.29606016612269
"Carcharodontosauridae Lateral","Middle Cretaceous",3.47413800606387,2.80517691183293,-0.668961094230938,0.752257687069101,2.56494935746154,-0.955511445027436,4.22639569313297
"Carcharodontosauridae Lateral","Middle Cretaceous",3.45600117370283,2.79606107842492,-0.659940095277906,0.894792758539954,2.60268968544438,-0.993251773010283,4.35079393224278
"Carcharodontosauridae Lateral","Middle Cretaceous",3.43269604872153,2.89480635496403,-0.537889693757496,0.662648013833658,2.52572864430826,-0.916290731874155,4.21316409756408
"Carcharodontosauridae Lateral","Middle Cretaceous",3.49012359085656,2.72063731660768,-0.769486274248875,0.267815399188874,2.55022611590864,-0.940788203474543,4.09534406255518
"Carcharodontosauridae Mesial","Middle Cretaceous",3.07731226054641,2.78870810411966,-0.288604156426749,0.878344781901793,2.64617479738412,-1.03673688495002,3.95565704244821
"Carcharodontosauridae Mesial","Middle Cretaceous",3.28989331210348,2.80699014895711,-0.482903163146368,0.991622140974012,2.61739583283408,-1.00795792039998,4.28151545307749
"Carcharodontosauridae Lateral","Middle Cretaceous",3.28578653015083,2.86562358820697,-0.420162941943857,0.850978747955225,2.65324196460721,-1.04380405217311,4.13676527810605
"Carcharodontosauridae Lateral","Middle Cretaceous",3.56218180106798,3.0248055210397,-0.537376280028281,0.810173213909172,2.59525470695687,-0.985816794522765,4.37235501497715
"Carcharodontosauridae Lateral","Middle Cretaceous",3.60004824040732,3.02723094061336,-0.572817299793959,0.866893826297328,2.61006979274201,-1.00063188030791,4.46694206670465
"Carcharodontosauridae Lateral","Middle Cretaceous",3.73933489760243,3.03206420280138,-0.707270694801048,0.794124440831661,2.55722731136763,-0.947789398933526,4.53345933843409
"Carcharodontosauridae Lateral","Middle Cretaceous",3.11039934853212,2.38600670113312,-0.724392647398999,0.409765552194082,2.77258872223978,-1.16315080980568,3.5201649007262
"Carcharodontosauridae Lateral","Middle Cretaceous",3.61657754235853,3.0652583362026,-0.55131920615593,0.891530930786429,2.72785282839839,-1.11841491596429,4.50810847314496
"Carcharodontosauridae Lateral","Middle Cretaceous",3.70843695332947,2.88256357544835,-0.825873377881114,0.701934154353557,2.484906649788,-0.8754687373539,4.41037110768302
"Carcharodontosauridae Lateral","Middle Cretaceous",3.46385914278687,2.81720351499873,-0.646655627788134,0.737544491728642,2.70136121295141,-1.09192330051731,4.20140363451551
"Carcharodontosauridae Mesial","Middle Cretaceous",3.17429678147023,2.83907846350861,-0.335218317961619,0.895584308573493,2.56494935746154,-0.955511445027436,4.06988109004373
"Carcharodontosauridae Lateral","Middle Cretaceous",3.37108175775753,2.96165829322024,-0.409423464537292,0.886231632742709,2.4423470353692,-0.832909122935104,4.25731339050024
"Carcharodontosauridae Lateral","Middle Cretaceous",3.42100000895834,2.93119375241642,-0.489806256541915,0.681312722912942,2.56494935746154,-0.955511445027436,4.10231273187128
"Carcharodontosauridae Lateral","Middle Cretaceous",3.43720781918519,2.84432781939476,-0.59287999979043,0.734869091577264,2.80336038090653,-1.19392246847243,4.17207691076245
"Carcharodontosauridae Lateral","Middle Cretaceous",3.26116873705845,2.80819714970715,-0.452971587351303,0.500263909737193,2.58776403522771,-0.978326122793608,3.76143264679564
"Carcharodontosauridae Lateral","Middle Cretaceous",3.34144737725638,2.66374994220563,-0.677697435050751,0.518650555306845,2.67414864942653,-1.06471073699243,3.86009793256323
"Carcharodontosauridae Lateral","Middle Cretaceous",3.21727454350123,2.58173083442354,-0.635543709077687,0.445260935273107,2.7408400239252,-1.1314021114911,3.66253547877433
"Carcharodontosauridae Lateral","Middle Cretaceous",3.01651481273652,2.43886271128659,-0.577652101449926,0.483924403575285,2.70805020110221,-1.09861228866811,3.5004392163118
"Carcharodontosauridae Lateral","Middle Cretaceous",2.7324175575505,2.2082744135228,-0.5241431440277,0.042668044887864,2.81540871942271,-1.20597080698861,2.77508560243837
"Carcharodontosauridae Lateral","Middle Cretaceous",3.36660593689254,2.80578168959555,-0.560824247296991,0.855105221250005,2.86220088092947,-1.25276296849537,4.22171115814254
"Carcharodontosauridae Lateral","Middle Cretaceous",3.44521426707893,2.8160073426073,-0.629206924471627,0.68433655087779,2.54944517092557,-0.940007258491471,4.12955081795672
"Carcharodontosauridae Lateral","Middle Cretaceous",3.17805383034795,2.4423470353692,-0.735706794978741,0.559615787935423,2.77258872223978,-1.16315080980568,3.73766961828337
"Carcharodontosauridae Lateral","Middle Cretaceous",3.72472910700763,2.71800053195538,-1.00672857505226,0.538091605186369,2.19722457733622,-0.587786664902119,4.262820712194
"Carcharodontosauridae Lateral","Middle Cretaceous",3.71454720086251,2.70001802940495,-1.01452917145757,0.58897720565641,2.19722457733622,-0.587786664902119,4.30352440651892
"Carcharodontosauridae Lateral","Middle Cretaceous",3.71770983578181,2.70001802940495,-1.01769180637687,0.575075665114125,2.19722457733622,-0.587786664902119,4.29278550089594
"Carcharodontosauridae Lateral","Middle Cretaceous",3.68662691906064,2.67345875633259,-1.01316816272805,0.617303029876817,2.10413415427021,-0.494696241836107,4.30392994893746
"Carcharodontosauridae Lateral","Middle Cretaceous",3.72641605764266,2.71403227277976,-1.0123837848629,0.664074655443349,2.30258509299405,-0.693147180559945,4.39049071308601
"Carcharodontosauridae Lateral","Middle Cretaceous",3.84267292729335,2.82612948916781,-1.01654343812554,0.737692139775767,2.19722457733622,-0.587786664902119,4.58036506706912
"Carcharodontosauridae Lateral","Middle Cretaceous",3.70376806660769,2.83907846350861,-0.864689603099073,0.572898052408368,2.14006616349627,-0.53062825106217,4.27666611901606
"Carcharodontosauridae Lateral","Middle Cretaceous",3.72328088083127,2.8094026953625,-0.913878185468771,0.567178560317122,2.2512917986065,-0.641853886172395,4.29045944114839
"Carcharodontosauridae Lateral","Middle Cretaceous",3.71600812150219,2.7408400239252,-0.975168097576988,0.51809838309507,2.19722457733622,-0.587786664902119,4.23410650459726
"Carcharodontosauridae Lateral","Middle Cretaceous",3.6988297849671,2.76631910922619,-0.932510675740919,0.694384039097342,2.30258509299405,-0.693147180559945,4.39321382406445
"Carcharodontosauridae Lateral","Middle Cretaceous",3.80888224650863,2.82137888640921,-0.987503360099419,0.821955686228036,2.14006616349627,-0.53062825106217,4.63083793273667
"Carcharodontosauridae Lateral","Middle Cretaceous",3.7796338173824,3.11794990627824,-0.66168391110416,0.663017439107916,2.35137525716348,-0.741937344729377,4.44265125649032
"Carcharodontosauridae Lateral","Middle Cretaceous",3.40452517175483,2.96010509591084,-0.44442007584399,0.699769721320439,2.4423470353692,-0.832909122935104,4.10429489307527
"Carcharodontosauridae Lateral","Middle Cretaceous",3.46885603013597,2.90142159408275,-0.567434436053221,0.741788987782291,2.63905732961526,-1.02961941718116,4.21064501791826
"Carcharodontosauridae Lateral","Middle Cretaceous",3.76861442213279,3.15742586255198,-0.611188559580812,0.82902749743451,2.07944154167984,-0.470003629245736,4.5976419195673
"Carcharodontosauridae Lateral","Middle Cretaceous",3.44137917129499,2.6686161318568,-0.772763039438184,0.605524316326977,2.35137525716348,-0.741937344729377,4.04690348762196
"Carcharodontosauridae Lateral","Middle Cretaceous",3.28428896341643,2.61227324570844,-0.672015717707992,0.453618721764858,2.39789527279837,-0.78845736036427,3.73790768518129
"Carcharodontosauridae Mesial","Middle Cretaceous",3.52105234347043,3.1280754605417,-0.39297688292873,0.881021986507225,2.2512917986065,-0.641853886172395,4.40207432997766
"Carcharodontosauridae Lateral","Middle Cretaceous",3.61899332664977,3.01160562271028,-0.607387703939489,0.753740261112519,2.2512917986065,-0.641853886172395,4.37273358776229
"Carcharodontosauridae Lateral","Middle Cretaceous",3.63310243864494,3.0478502278161,-0.58525221082884,0.931454064457856,2.14006616349627,-0.53062825106217,4.56455650310279
"Carcharodontosauridae Lateral","Middle Cretaceous",3.42946084693501,2.9637254774189,-0.46573536951611,0.824164072934343,2.30258509299405,-0.693147180559945,4.25362491986936
"Carcharodontosauridae Lateral","Middle Cretaceous",3.5530597309714,2.68102152871429,-0.872038202257111,0.731905190859349,2.30258509299405,-0.693147180559945,4.28496492183075
"Carcharodontosauridae Lateral","Middle Cretaceous",3.50375396998725,3.0708397460408,-0.432914223946451,0.74702437807668,2.19722457733622,-0.587786664902119,4.25077834806393
"Carcharodontosauridae Lateral","Middle Cretaceous",3.32323584019244,2.46555392127219,-0.857786002501592,0.494476485764461,2.30258509299405,-0.693147180559945,3.8177123259569
"Carcharodontosauridae Mesial","Middle Cretaceous",3.06712226964066,2.85128436918812,-0.215837900452546,0.688012980250338,2.4423470353692,-0.832909122935104,3.755135249891
"Carcharodontosauridae Lateral","Middle Cretaceous",3.48431228837266,2.8396630879041,-0.64464920046856,0.819887930836713,2.52572864430826,-0.916290731874155,4.30420021920937
"Carcharodontosauridae Lateral","Middle Cretaceous",3.36487911898804,2.73371794785079,-0.631161171137256,0.644270597170825,2.484906649788,-0.8754687373539,4.00914971615887
"Carcharodontosauridae Lateral","Middle Cretaceous",3.17471492908243,2.58248697812686,-0.592227950955567,0.522132694680682,2.56494935746154,-0.955511445027436,3.69684762376311
"Carcharodontosauridae Lateral","Middle Cretaceous",2.98416563718253,2.15176220325946,-0.832403433923064,0.133784269095715,2.484906649788,-0.8754687373539,3.11794990627824
