"Clade","Epoch","CBL","CBW","CH","CBR","CHR","DC"
"Tyrannosauridae","Late Cretaceous",14.07,6.79,21.42,0.482587064676617,1.52238805970149,17
"Tyrannosauridae","Late Cretaceous",28.83,19.82,55.99,0.687478321193202,1.94207422823448,10
"Tyrannosauridae","Late Cretaceous",26.37,17.7,44.57,0.671217292377702,1.69017823284035,10
"Tyrannosauridae","Late Cretaceous",24.47,18.46,53.37,0.754393134450347,2.18103800572129,10
"Tyrannosauridae","Late Cretaceous",10.14,16.63,30.91,1.64003944773176,3.04832347140039,20
"Tyrannosauridae","Late Cretaceous",28.99,20.3,56.18,0.700241462573301,1.93790962400828,10
"Tyrannosauridae","Late Cretaceous",26.79,18.15,43.82,0.677491601343785,1.63568495707354,12
"Tyrannosauridae","Late Cretaceous",25.87,18.3,54.4,0.707383069192114,2.10282180131426,10.5
"Tyrannosauridae","Late Cretaceous",16.62,11.37,23.14,0.684115523465704,1.39229843561974,15
"Tyrannosauridae","Late Cretaceous",26.85,20.4,60.8,0.759776536312849,2.26443202979516,9
"Tyrannosauridae","Late Cretaceous",27,22.63,74.78,0.838148148148148,2.76962962962963,11
"Tyrannosauridae","Late Cretaceous",18.02,12.68,36.43,0.703662597114317,2.02164261931188,11.2
"Tyrannosauridae","Late Cretaceous",22.88,17.81,52.62,0.778409090909091,2.29982517482518,10
"Tyrannosauridae","Late Cretaceous",22.53,16.63,49.57,0.738126941855304,2.20017754105637,9
"Tyrannosauridae","Late Cretaceous",22.32,12.29,46.78,0.550627240143369,2.09587813620072,10
"Tyrannosauridae","Late Cretaceous",19.19,12.17,34.93,0.634184471078687,1.82021886399166,11
"Tyrannosauridae","Late Cretaceous",33.24,23.64,74.88,0.711191335740072,2.25270758122744,8.5
"Tyrannosauridae","Late Cretaceous",30.51,18.3,60.01,0.599803343166175,1.96689609963946,11.5
"Tyrannosauridae","Late Cretaceous",24.58,15.79,45.24,0.642392188771359,1.84052074857608,12.5
"Tyrannosauridae","Late Cretaceous",22.8,13,45.9,0.570175438596491,2.01315789473684,11
"Tyrannosauridae","Late Cretaceous",30.85,16.19,67.51,0.524797406807131,2.18833063209076,9
"Tyrannosauridae","Late Cretaceous",25.79,14.15,52.7,0.548662272198527,2.04342768514928,11
"Tyrannosauridae","Late Cretaceous",30.87,19.72,70.27,0.638807904114027,2.27632005183026,9
"Tyrannosauridae","Late Cretaceous",33.26,19.54,76.39,0.58749248346362,2.29675285628382,9
"Tyrannosauridae","Late Cretaceous",33.84,18.68,74.92,0.552009456264775,2.21394799054374,9
"Tyrannosauridae","Late Cretaceous",29.02,16.6,62.1,0.572019297036527,2.13990351481737,9
"Tyrannosauridae","Late Cretaceous",31.78,18.01,63.77,0.566708621774701,2.00660792951542,10
"Tyrannosauridae","Late Cretaceous",29.48,16.66,57.41,0.565128900949797,1.94742198100407,10
"Tyrannosauridae","Late Cretaceous",21.88,14.62,41.58,0.66819012797075,1.90036563071298,12
"Tyrannosauridae","Late Cretaceous",14.62,9.1,25.28,0.622435020519836,1.72913816689467,13.25
"Tyrannosauridae","Late Cretaceous",24,36.06,63.65,1.5025,1.76511369938991,7.1
"Tyrannosauridae","Late Cretaceous",45.46,32.63,94.06,0.717773867135944,2.06907171139463,7.5
"Tyrannosauridae","Late Cretaceous",39.41,27.18,75.75,0.689672671910683,1.92210098959655,8.3
"Tyrannosauridae","Late Cretaceous",38.56,26.2,72.55,0.679460580912863,1.88148340248963,8.8
"Tyrannosauridae","Late Cretaceous",44.86,32.6,91.12,0.726705305394561,2.03120820329915,7
"Tyrannosauridae","Late Cretaceous",47.69,37.58,105.26,0.788005871251835,2.20717131474104,7
"Tyrannosauridae","Late Cretaceous",46.74,37.21,108.82,0.796106118955926,2.32819854514335,7
"Tyrannosauridae","Late Cretaceous",35.65,23.48,61.04,0.658625525946704,1.71220196353436,9
"Tyrannosauridae","Late Cretaceous",27.86,18.18,45.96,0.652548456568557,1.64967695620962,10
"Tyrannosauridae","Late Cretaceous",18.96,13.2,29.72,0.69620253164557,1.56751054852321,12
"Tyrannosauridae","Late Cretaceous",24.51,40.76,75.03,1.66299469604243,1.84077526987242,7
"Tyrannosauridae","Late Cretaceous",26.47,19.13,44.29,0.722704948998867,1.67321496033245,10.5
"Tyrannosauridae","Late Cretaceous",52.07,32.67,87.42,0.6274246207029,1.67889379681198,6.5
"Tyrannosauridae","Late Cretaceous",48.74,33.94,88.87,0.696347968814116,1.8233483791547,7
"Tyrannosauridae","Late Cretaceous",40.21,27.37,78.09,0.680676448644616,1.94205421536931,9
"Tyrannosauridae","Late Cretaceous",34.49,25.71,66.25,0.745433458973616,1.92084662220934,8
"Tyrannosauridae","Late Cretaceous",34.69,24.51,63.57,0.706543672528106,1.83251657538195,9
"Tyrannosauridae","Late Cretaceous",16.3,35.6,57.2,2.1840490797546,3.50920245398773,7
"Tyrannosauridae","Late Cretaceous",35,38.2,96.3,1.09142857142857,2.75142857142857,7.5
"Tyrannosauridae","Late Cretaceous",31,10.2,54,0.329032258064516,1.74193548387097,9
"Tyrannosauridae","Late Cretaceous",14.6,6,28.3,0.410958904109589,1.93835616438356,14
"Tyrannosauridae","Late Cretaceous",34.2,21.3,60.68,0.62280701754386,1.77426900584795,9.5
"Tyrannosauridae","Late Cretaceous",42.86,28.35,72.67,0.661455902939804,1.69552029864676,11
"Tyrannosauridae","Late Cretaceous",37.34,22.82,65.11,0.611140867702196,1.74370648098554,10.4
"Tyrannosauridae","Late Cretaceous",33.72,24.44,55.11,0.72479240806643,1.63434163701068,10.8
"Tyrannosauridae","Late Cretaceous",46.05,33.78,91,0.733550488599349,1.97611292073833,7
"Tyrannosauridae","Late Cretaceous",39.29,31.25,78,0.795367778060575,1.9852379740392,9
"Tyrannosauridae","Late Cretaceous",38.23,27.07,75,0.708082657598745,1.96181009678263,8.5
"Tyrannosauridae","Late Cretaceous",35,26.6,65,0.76,1.85714285714286,9
"Tyrannosauridae","Late Cretaceous",31.5,21,55,0.666666666666667,1.74603174603175,8.5
"Tyrannosauridae","Late Cretaceous",14.27,27.38,44.22,1.9187105816398,1.61504747991234,9.9
"Tyrannosauridae","Late Cretaceous",21.75,34.87,58.66,1.6032183908046,1.68224835101807,9.8
"Tyrannosauridae","Late Cretaceous",18.04,31.75,50.14,1.759977827051,1.5792125984252,8.5
"Tyrannosauridae","Late Cretaceous",19.03,30.05,52.8,1.57908565423016,1.75707154742096,8.7
"Tyrannosauridae","Late Cretaceous",45.88,34.97,93.68,0.762205754141238,2.04184829991282,7.7
"Tyrannosauridae","Late Cretaceous",51.98,34.23,102.21,0.658522508657176,1.96633320507888,7.2
"Tyrannosauridae","Late Cretaceous",48.63,33.03,115.3,0.679210363972856,2.3709644252519,8.2
"Tyrannosauridae","Late Cretaceous",49.71,29.58,103.42,0.595051297525649,2.08046670690002,8
"Tyrannosauridae","Late Cretaceous",48.15,31.47,94.89,0.653582554517134,1.97071651090343,7
"Tyrannosauridae","Late Cretaceous",38.48,27.2,73.7,0.706860706860707,1.91528066528067,4.5
"Tyrannosauridae","Late Cretaceous",29.25,19.01,48.55,0.64991452991453,1.65982905982906,10.2
"Tyrannosauridae","Late Cretaceous",32.08,21.86,55.34,0.68142144638404,1.72506234413965,9.9
"Tyrannosauridae","Late Cretaceous",21.25,14.57,31.96,0.685647058823529,1.504,14
"Tyrannosauridae","Late Cretaceous",40.19,23.64,66.28,0.588206021398358,1.64916645931824,9
"Tyrannosauridae","Late Cretaceous",26.23,18.32,45.17,0.698436904308044,1.72207396111323,8.9
"Tyrannosauridae","Late Cretaceous",40.66,26.36,71.99,0.648303000491884,1.77053615346778,8.2
"Tyrannosauridae","Late Cretaceous",46.2,32.7,94.97,0.707792207792208,2.05562770562771,7
"Tyrannosauridae","Late Cretaceous",46.28,31.88,89.01,0.688850475367329,1.9232929991357,7.7
"Tyrannosauridae","Late Cretaceous",37.65,27.74,62.01,0.736786188579017,1.64701195219123,8
"Tyrannosauridae","Late Cretaceous",33.38,23.15,50.54,0.693529059316956,1.51408028759736,9.4
"Tyrannosauridae","Late Cretaceous",30.62,21.42,46.83,0.699542782495101,1.52939255388635,9.2
"Tyrannosauridae","Late Cretaceous",28.05,20.44,41.56,0.728698752228164,1.48163992869875,10.4
"Tyrannosauridae","Late Cretaceous",15.01,9.22,15.85,0.614257161892072,1.05596269153897,15.7
"Tyrannosauridae","Late Cretaceous",45.89,32.17,77.74,0.701024188276313,1.69405099150142,7
"Tyrannosauridae","Late Cretaceous",33.12,24.75,54.12,0.747282608695652,1.63405797101449,10
"Tyrannosauridae","Late Cretaceous",23.64,16.61,30.34,0.702622673434856,1.2834179357022,10.9
"Tyrannosauridae","Late Cretaceous",18.52,13.56,21.91,0.732181425485961,1.18304535637149,14
"Tyrannosauridae","Late Cretaceous",16.45,29.84,42.55,1.81398176291793,1.42593833780161,9.6
"Tyrannosauridae","Late Cretaceous",19.46,30.94,45.42,1.58992805755396,1.46800258564964,9.5
"Tyrannosauridae","Late Cretaceous",16.94,29.93,43.64,1.7668240850059,1.45806882726362,8
"Tyrannosauridae","Late Cretaceous",21.18,31.86,54.62,1.5042492917847,1.71437539234149,8.9
"Tyrannosauridae","Late Cretaceous",38.89,31.57,85.47,0.811776806376961,2.19773720750836,8.4
"Tyrannosauridae","Late Cretaceous",41.46,30.59,103.98,0.737819585142306,2.50795947901592,7.8
"Tyrannosauridae","Late Cretaceous",48.6,31.17,102.44,0.641358024691358,2.10781893004115,7.5
"Tyrannosauridae","Late Cretaceous",38.37,24.42,77.64,0.636434714620798,2.02345582486317,7.4
"Tyrannosauridae","Late Cretaceous",40.01,25.31,79.7,0.632591852036991,1.99200199950013,7.4
"Tyrannosauridae","Late Cretaceous",37.54,26.05,82.14,0.693926478423015,2.18806606286628,8.3
"Tyrannosauridae","Late Cretaceous",25.92,16.46,37.57,0.635030864197531,1.44945987654321,10.5
"Tyrannosauridae","Late Cretaceous",50.01,33.93,104.06,0.678464307138572,2.08078384323135,8
"Tyrannosauridae","Late Cretaceous",49.49,34.82,100.89,0.703576480096989,2.0385936552839,6.5
"Tyrannosauridae","Late Cretaceous",36.77,28.68,81.6,0.779983682349742,2.21920043513734,7
"Tyrannosauridae","Late Cretaceous",47.17,32.77,117.06,0.694721221115116,2.48166207335171,7.5
"Tyrannosauridae","Late Cretaceous",46.68,36.68,108.53,0.785775492716367,2.32497857754927,6.7
"Tyrannosauridae","Late Cretaceous",43.6,27.5,87.85,0.630733944954128,2.01490825688073,8
"Tyrannosauridae","Late Cretaceous",42.51,26.68,91.27,0.627617031286756,2.14702422959304,7.8
"Tyrannosauridae","Late Cretaceous",30.97,20.17,51.14,0.651275427833387,1.65127542783339,8.5
"Tyrannosauridae","Late Cretaceous",48,33.14,105.46,0.690416666666667,2.19708333333333,7
"Tyrannosauridae","Late Cretaceous",22.5,12.83,32.08,0.570222222222222,1.42577777777778,9
"Tyrannosauridae","Late Cretaceous",44.9,32.89,105.61,0.732516703786192,2.35211581291759,6.7
"Tyrannosauridae","Late Cretaceous",42.37,28.11,96.28,0.663441113995752,2.2723625206514,7.5
"Tyrannosauridae","Late Cretaceous",40.22,28.37,82.23,0.705370462456489,2.04450522128294,7
"Tyrannosauridae","Late Cretaceous",39.1,26.46,74.66,0.676726342710997,1.90946291560102,9
"Tyrannosauridae","Late Cretaceous",34.77,25.6,68.24,0.736266896750072,1.96261144664941,7.5
"Tyrannosauridae","Late Cretaceous",30.92,20.59,55.57,0.665912031047865,1.79721862871928,8.5
"Tyrannosauridae","Late Cretaceous",46.11,30.97,99.03,0.671654738668402,2.1476903057905,7
"Tyrannosauridae","Late Cretaceous",30.6,44.5,82.8,1.45424836601307,2.70588235294118,8
"Tyrannosauridae","Late Cretaceous",43.4,37.6,93.5,0.866359447004608,2.15437788018433,6.5
"Tyrannosauridae","Late Cretaceous",38.4,32.6,77,0.848958333333333,2.00520833333333,8
"Tyrannosauridae","Late Cretaceous",34.2,28.3,66.9,0.827485380116959,1.95614035087719,8
"Tyrannosauridae","Late Cretaceous",20.2,15.8,26.2,0.782178217821782,1.2970297029703,12
"Tyrannosauridae","Late Cretaceous",16.5,23.6,37.2,1.43030303030303,2.25454545454545,8
"Tyrannosauridae","Late Cretaceous",38.1,48.6,95.6,1.2755905511811,2.50918635170604,7
"Tyrannosauridae","Late Cretaceous",40.4,42.1,87.7,1.04207920792079,2.17079207920792,7.5
"Tyrannosauridae","Late Cretaceous",35.7,31.7,67.7,0.887955182072829,1.89635854341737,9
"Tyrannosauridae","Late Cretaceous",34.8,26.4,67.8,0.7586,1.94827586206897,9
"Tyrannosauridae","Late Cretaceous",29.1,22.1,46.4,0.759450171821306,1.59450171821306,9
"Tyrannosauridae","Late Cretaceous",51.1,38.04,92.07,0.744422700587084,1.80176125244618,9
"Tyrannosauridae","Late Cretaceous",46.93,35.35,82.01,0.75324952056254,1.74749627104198,10
"Tyrannosauridae","Late Cretaceous",41.69,31.29,70.93,0.750539697769249,1.70136723434876,8.5
"Tyrannosauridae","Late Cretaceous",21.5,16.32,34.05,0.75906976744186,1.58372093023256,13
"Tyrannosauridae","Late Cretaceous",25.56,18.09,35.01,0.707746478873239,1.36971830985915,11
"Tyrannosauridae","Late Cretaceous",48.46,37.48,97.52,0.773421378456459,2.01238134543954,7.5
"Tyrannosauridae","Late Cretaceous",47.34,37.21,96.12,0.786016054076891,2.03041825095057,9
"Tyrannosauridae","Late Cretaceous",39.08,28.71,68.04,0.734646878198567,1.7410440122825,11
"Tyrannosauridae","Late Cretaceous",38.54,29.2,61.14,0.757654385054489,1.58640373637779,7
"Tyrannosauridae","Late Cretaceous",23.88,17.22,31.45,0.721105527638191,1.31700167504188,10.5
"Tyrannosauridae","Late Cretaceous",17.83,12.06,16.35,0.676388109927089,0.916993830622546,11
"Tyrannosauridae","Late Cretaceous",40.46,28.55,76.12,0.705635195254572,1.88136431043005,7.7
"Tyrannosauridae","Late Cretaceous",38.87,33.12,65.23,0.85207100591716,1.6781579624389,7.5
"Tyrannosauridae","Late Cretaceous",32.59,26.99,56.6,0.828168149739184,1.73672905799325,8
"Tyrannosauridae","Late Cretaceous",30.49,22.12,45.63,0.725483765168908,1.49655624795015,9
"Tyrannosauridae","Late Cretaceous",23.98,16.12,32.38,0.672226855713094,1.35029190992494,10.5
"Tyrannosauridae","Late Cretaceous",18.37,10.35,22.51,0.563418617310833,1.22536744692433,14
"Tyrannosauridae","Late Cretaceous",42.1,25.8,88.82,0.612826603325416,2.10973871733967,8.5
"Tyrannosauridae","Late Cretaceous",38.1,23.9,73.35,0.627296587926509,1.9251968503937,10
"Tyrannosauridae","Late Cretaceous",42.1,28.9,76.02,0.68646080760095,1.80570071258907,8.5
"Tyrannosauridae","Late Cretaceous",16.2,11,17.75,0.679012345679012,1.09567901234568,14
"Tyrannosauridae","Late Cretaceous",54.5,34.4,117.1,0.631192660550459,2.14862385321101,8
"Tyrannosauridae","Late Cretaceous",47.8,32.6,100.5,0.682008368200837,2.10251046025105,10
"Tyrannosauridae","Late Cretaceous",47.6,33.9,96.94,0.71218487394958,2.03655462184874,7
"Tyrannosauridae","Late Cretaceous",37.2,27.1,60.98,0.728494623655914,1.63924731182796,8
"Tyrannosauridae","Late Cretaceous",45.4,35,83.09,0.770925110132159,1.83017621145374,10
"Tyrannosauridae","Late Cretaceous",42,30.5,71.36,0.726190476190476,1.69904761904762,9
"Tyrannosauridae","Late Cretaceous",41.3,33.5,72.95,0.811138014527845,1.76634382566586,10
"Tyrannosauridae","Late Cretaceous",28.8,19,48.26,0.659722222222222,1.67569444444444,13
"Tyrannosauridae","Late Cretaceous",19.1,14,27.02,0.732984293193717,1.41465968586387,14
"Tyrannosauridae","Late Cretaceous",35.08,26.54,69.27,0.756556442417332,1.97462941847206,6.5
"Tyrannosauridae","Late Cretaceous",35.53,24.06,70.56,0.677174218969885,1.98592738530819,7
"Tyrannosauridae","Late Cretaceous",33.24,25.85,60.65,0.777677496991576,1.82460890493381,7
"Tyrannosauridae","Late Cretaceous",35.36,25.68,66.21,0.726244343891403,1.87245475113122,7
"Tyrannosauridae","Late Cretaceous",34.7,27.28,69.49,0.786167146974063,2.00259365994236,7.25
"Tyrannosauridae","Late Cretaceous",35.23,23.56,62.54,0.668748225943798,1.77519159806983,7.75
"Tyrannosauridae","Late Cretaceous",17.82,13.16,47.12,0.738496071829405,2.64421997755331,9.5
"Velociraptorinae","Late Cretaceous",2.47,1.42,5.91,0.574898785425101,2.39271255060729,25
"Velociraptorinae","Late Cretaceous",2.77,1.21,5.56,0.436823104693141,2.0072202166065,30
"Velociraptorinae","Late Cretaceous",2.56,1.28,5.61,0.5,2.19140625,30
"Velociraptorinae","Late Cretaceous",2.85,1.33,6.13,0.466666666666667,2.15087719298246,25
"Velociraptorinae","Late Cretaceous",3.3,1.47,6.43,0.445454545454545,1.94848484848485,24.2
"Velociraptorinae","Late Cretaceous",2.64,1.33,6.22,0.503787878787879,2.35606060606061,32.5
"Velociraptorinae","Late Cretaceous",2.37,1.41,5.33,0.594936708860759,2.24894514767932,25
"Velociraptorinae","Late Cretaceous",2.34,1.41,5.01,0.602564102564103,2.14102564102564,25
"Velociraptorinae","Late Cretaceous",2.37,1.61,4.91,0.679324894514768,2.07172995780591,30
"Velociraptorinae","Late Cretaceous",2.47,1.24,5.58,0.502024291497976,2.25910931174089,30
"Velociraptorinae","Late Cretaceous",2.61,1.41,5.99,0.540229885057471,2.29501915708812,25
"Velociraptorinae","Late Cretaceous",2.35,1.2,5.86,0.51063829787234,2.4936170212766,24.2
"Velociraptorinae","Late Cretaceous",2.54,0.99,4.62,0.389763779527559,1.81889763779528,32.5
"Velociraptorinae","Late Cretaceous",3.22,1.37,5.66,0.425465838509317,1.75776397515528,23.7
"Velociraptorinae","Middle Cretaceous",5.03,2.99,8.94,0.594433399602386,1.77733598409543,16.5
"Velociraptorinae","Middle Cretaceous",7.06,3.2,10.44,0.453257790368272,1.47875354107649,16.8
"Velociraptorinae","Middle Cretaceous",6.68,3.02,9.88,0.452095808383234,1.47904191616766,17.5
"Velociraptorinae","Middle Cretaceous",7.25,3.38,11.07,0.466206896551724,1.52689655172414,16.25
"Velociraptorinae","Middle Cretaceous",7.06,2.89,9.82,0.409348441926346,1.39093484419263,18.75
"Velociraptorinae","Middle Cretaceous",4.94,2.51,6.23,0.508097165991903,1.26113360323887,18.75
"Velociraptorinae","Middle Cretaceous",9.28,3.26,14.25,0.351293103448276,1.53556034482759,13.5
"Velociraptorinae","Middle Cretaceous",7.26,4.11,15.72,0.566115702479339,2.16528925619835,16.25
"Velociraptorinae","Middle Cretaceous",8.84,3.96,15.28,0.447963800904977,1.72850678733032,15.5
"Velociraptorinae","Middle Cretaceous",6.96,2.92,9.78,0.419540229885057,1.4051724137931,19.16
"Velociraptorinae","Middle Cretaceous",8.02,4.63,15.64,0.577306733167082,1.9501246882793,15
"Velociraptorinae","Middle Cretaceous",7.91,4.61,16.6,0.582806573957017,2.09860935524652,15.83
"Velociraptorinae","Middle Cretaceous",9.84,4.8,18.81,0.48780487804878,1.91158536585366,16
"Velociraptorinae","Middle Cretaceous",8.24,4.29,13.85,0.520631067961165,1.68082524271845,15.83
"Velociraptorinae","Middle Cretaceous",7.9,4.39,14.49,0.555696202531646,1.83417721518987,17.5
"Velociraptorinae","Middle Cretaceous",9.14,4.39,15.16,0.480306345733041,1.65864332603939,19.16
"Velociraptorinae","Middle Cretaceous",5.07,3,8.85,0.591715976331361,1.74556213017751,17.2
"Velociraptorinae","Middle Cretaceous",7.07,3.2,10.07,0.452616690240453,1.42432814710042,17.5
"Velociraptorinae","Middle Cretaceous",6.76,2.93,9.56,0.433431952662722,1.41420118343195,16.3
"Velociraptorinae","Middle Cretaceous",6.74,2.8,9.14,0.415430267062315,1.35608308605341,17.8
"Velociraptorinae","Middle Cretaceous",5.35,2.41,6.53,0.450467289719626,1.22056074766355,17.5
"Velociraptorinae","Middle Cretaceous",7.15,3.23,11.01,0.451748251748252,1.53986013986014,17.5
"Velociraptorinae","Middle Cretaceous",7.04,3.2,12.23,0.454545454545455,1.73721590909091,17.5
"Velociraptorinae","Middle Cretaceous",7.13,4,13.58,0.561009817671809,1.90462833099579,15
"Velociraptorinae","Middle Cretaceous",5.74,3.2,11.79,0.557491289198606,2.05400696864111,20
"Velociraptorinae","Middle Cretaceous",6.11,2.58,8.77,0.422258592471358,1.43535188216039,17.3
"Velociraptorinae","Late Cretaceous",7.5,3.375,13.125,0.45,1.75,23
"Velociraptorinae","Late Cretaceous",7.375,3,12,0.406779661016949,1.6271186440678,23.5
"Velociraptorinae","Late Cretaceous",6.375,3,10.125,0.470588235294118,1.58823529411765,24
"Velociraptorinae","Late Cretaceous",7.125,3.25,12,0.456140350877193,1.68421052631579,22
"Dromaeosaurinae","Late Cretaceous",7.95,4.84,17.97,0.608805031446541,2.26037735849057,17.5
"Dromaeosaurinae","Late Cretaceous",6.91,4.18,12.34,0.604920405209841,1.78581765557164,16.25
"Dromaeosaurinae","Late Cretaceous",5.99,4.45,12.8,0.742904841402337,2.13689482470785,20
"Dromaeosaurinae","Late Cretaceous",6.19,3.97,13.78,0.641357027463651,2.22617124394184,15.83
"Dromaeosaurinae","Late Cretaceous",5.57,3.26,10.14,0.585278276481149,1.82046678635548,18.75
"Dromaeosaurinae","Late Cretaceous",6.18,3.48,9.98,0.563106796116505,1.61488673139159,22.5
"Dromaeosaurinae","Late Cretaceous",4.45,4.2,10.87,0.943820224719101,2.44269662921348,14.16
"Dromaeosaurinae","Late Cretaceous",4.99,5.99,13.15,1.20040080160321,2.63527054108216,15
"Dromaeosaurinae","Late Cretaceous",4.22,4.15,9.02,0.983412322274882,2.13744075829384,15
"Dromaeosaurinae","Late Cretaceous",7.21,4.06,12.86,0.563106796116505,1.78363384188627,17
"Dromaeosaurinae","Late Cretaceous",6.84,3.7,11.58,0.54093567251462,1.69298245614035,20
"Dromaeosaurinae","Late Cretaceous",7.64,4.02,12.38,0.526178010471204,1.62041884816754,17.5
"Dromaeosaurinae","Late Cretaceous",6.28,3.13,10.68,0.498407643312102,1.70063694267516,20
"Dromaeosaurinae","Late Cretaceous",6.69,3.32,10.98,0.49626307922272,1.64125560538117,17.5
"Dromaeosaurinae","Late Cretaceous",6.09,3.81,11.55,0.625615763546798,1.89655172413793,15
"Dromaeosaurinae","Late Cretaceous",6.47,3.91,11.22,0.604327666151468,1.73415765069552,17.5
"Dromaeosaurinae","Late Cretaceous",6.56,3.89,11.27,0.592987804878049,1.71798780487805,17.5
"Dromaeosaurinae","Late Cretaceous",5.56,3.27,8.52,0.588129496402878,1.53237410071942,17.5
"Velociraptorinae","Late Cretaceous",3.74,1.49,6.19,0.398395721925134,1.65508021390374,35
"Velociraptorinae","Late Cretaceous",3.89,1.76,5.9,0.452442159383033,1.51670951156812,30
"Velociraptorinae","Late Cretaceous",4.75,1.8,7.89,0.378947368421053,1.66105263157895,30
"Velociraptorinae","Late Cretaceous",2.74,1.17,5.12,0.427007299270073,1.86861313868613,32.5
"Velociraptorinae","Late Cretaceous",4.26,1.74,7.81,0.408450704225352,1.83333333333333,27.5
"Velociraptorinae","Late Cretaceous",5.15,1.97,7.29,0.38252427184466,1.41553398058252,25
"Velociraptorinae","Late Cretaceous",5.35,1.9,7.74,0.355140186915888,1.44672897196262,25
"Velociraptorinae","Late Cretaceous",4.61,1.63,5.53,0.353579175704989,1.19956616052061,25
"Velociraptorinae","Late Cretaceous",4.24,1.7,4.9,0.400943396226415,1.15566037735849,30
"Velociraptorinae","Late Cretaceous",4.17,1.45,6.7,0.347721822541966,1.60671462829736,27.5
"Velociraptorinae","Late Cretaceous",4.35,2.15,7.91,0.494252873563218,1.8183908045977,30
"Velociraptorinae","Late Cretaceous",3.95,1.61,6.93,0.407594936708861,1.75443037974684,25
"Velociraptorinae","Late Cretaceous",3.11,0.8,4.69,0.257234726688103,1.508038585209,30
"Velociraptorinae","Late Cretaceous",2.42,1.17,4.25,0.483471074380165,1.75619834710744,30
"Velociraptorinae","Late Cretaceous",4.47,2.79,7.62,0.624161073825503,1.70469798657718,25
"Velociraptorinae","Late Cretaceous",6.14,2.46,9.85,0.400651465798046,1.6042345276873,25
"Velociraptorinae","Late Cretaceous",5.99,2.4,9.93,0.400667779632721,1.65776293823038,20
"Velociraptorinae","Late Cretaceous",4.72,1.55,6.8,0.328389830508475,1.44067796610169,22.5
"Velociraptorinae","Late Cretaceous",4.59,2,9.25,0.435729847494553,2.01525054466231,25
"Dromaeosauridae indet.","Late Cretaceous",3.5,1.5,7.5,0.428571428571429,2.14285714285714,32.5
"Dromaeosauridae indet.","Late Cretaceous",2.8,1.3,6.8,0.464285714285714,2.42857142857143,40
"Dromaeosauridae indet.","Late Cretaceous",3.2,1.2,8.5,0.375,2.65625,50
"Dromaeosauridae indet.","Late Cretaceous",1.9,0.9,5.2,0.473684210526316,2.73684210526316,60
"Dromaeosauridae indet.","Late Cretaceous",1.7,0.9,4.2,0.529411764705882,2.47058823529412,0
"Dromaeosauridae indet.","Late Cretaceous",2.5,1.3,5,0.52,2,40
"Dromaeosauridae indet.","Late Cretaceous",3.6,1.7,12.5,0.472222222222222,3.47222222222222,30
"Dromaeosauridae indet.","Late Cretaceous",3.9,2.5,5.4,0.641025641025641,1.38461538461538,37.5
"Dromaeosauridae indet.","Late Cretaceous",1.9,0.7,3,0.368421052631579,1.57894736842105,60
"Dromaeosauridae indet.","Late Cretaceous",1.9,0.7,2.9,0.368421052631579,1.52631578947368,60
"Dromaeosauridae indet.","Late Cretaceous",4.5,2.1,11,0.466666666666667,2.44444444444444,30
"Dromaeosauridae indet.","Late Cretaceous",2.3,1.1,5.8,0.478260869565217,2.52173913043478,42.5
"Dromaeosauridae indet.","Late Cretaceous",2.1,1.1,4.5,0.523809523809524,2.14285714285714,40
"Dromaeosauridae indet.","Late Cretaceous",2.3,1.2,5.5,0.521739130434783,2.39130434782609,50
"Dromaeosauridae indet.","Late Cretaceous",3.7,1.7,9.5,0.459459459459459,2.56756756756757,35
"Dromaeosauridae indet.","Late Cretaceous",3,1.6,7.2,0.533333333333333,2.4,35
"Dromaeosauridae indet.","Late Cretaceous",3.1,1.5,9.7,0.483870967741935,3.12903225806452,35
"Dromaeosauridae indet.","Late Cretaceous",2.4,0.8,3.3,0.333333333333333,1.375,50
"Dromaeosauridae indet.","Late Cretaceous",2,0.7,2.7,0.35,1.35,60
"Dromaeosauridae indet.","Late Cretaceous",2,1,3.7,0.5,1.85,60
"Dromaeosauridae indet.","Late Cretaceous",1.8,0.7,2.3,0.388888888888889,1.27777777777778,60
"Dromaeosauridae indet.","Late Cretaceous",2.2,0.8,3.3,0.363636363636364,1.5,60
"Dromaeosauridae indet.","Late Cretaceous",1.4,0.6,2.4,0.428571428571429,1.71428571428571,60
"Dromaeosauridae indet.","Late Cretaceous",1.9,0.7,2.5,0.368421052631579,1.31578947368421,60
"Dromaeosauridae indet.","Late Cretaceous",3.1,1.8,6,0.580645161290323,1.93548387096774,22
"Dromaeosauridae indet.","Late Cretaceous",2,0.9,2.5,0.45,1.25,50
"Dromaeosauridae indet.","Late Cretaceous",1.7,0.7,3,0.411764705882353,1.76470588235294,55
"Dromaeosauridae indet.","Late Cretaceous",1.7,1,3.5,0.588235294117647,2.05882352941176,50
"Dromaeosauridae indet.","Late Cretaceous",1.8,0.9,2.3,0.5,1.27777777777778,45
"Dromaeosauridae indet.","Late Cretaceous",2,1,4,0.5,2,60
"Dromaeosauridae indet.","Late Cretaceous",4.7,2.3,12.3,0.48936170212766,2.61702127659574,26.3
"Dromaeosauridae indet.","Late Cretaceous",3.7,1.6,8.3,0.432432432432432,2.24324324324324,35
