"Clade","Epoch","CBL","CBW","CH","CBR","CHR","DC"
"Dromaeosauridae indet.","Late Cretaceous",3.5,1.5,5.5,0.428571428571429,1.57142857142857,35
"Dromaeosauridae indet.","Late Cretaceous",4,1.7,10,0.425,2.5,35
"Dromaeosauridae indet.","Late Cretaceous",2.9,1,5.3,0.344827586206897,1.82758620689655,35
"Dromaeosauridae indet.","Late Cretaceous",2.8,0.9,5.2,0.321428571428571,1.85714285714286,35
"Dromaeosauridae indet.","Late Cretaceous",1.7,0.7,4,0.411764705882353,2.35294117647059,47.5
"Dromaeosauridae indet.","Late Cretaceous",1.4,0.7,2.8,0.5,2,55
"Dromaeosauridae indet.","Late Cretaceous",3.41,1.3,4.92,0.381231671554252,1.44281524926686,33.1
"Dromaeosauridae indet.","Late Cretaceous",3.14,1.5,6.13,0.477707006369427,1.95222929936306,35.2
"Dromaeosauridae indet.","Late Cretaceous",2.21,1.16,4.8,0.524886877828054,2.17194570135747,46.3
"Dromaeosauridae indet.","Late Cretaceous",2,0.99,5.35,0.495,2.675,47.3
"Dromaeosauridae indet.","Late Cretaceous",2.83,1.08,4.43,0.381625441696113,1.56537102473498,39.1
"Dromaeosauridae indet.","Late Cretaceous",2.87,1.21,3.35,0.421602787456446,1.16724738675958,36.5
"Dromaeosauridae indet.","Late Cretaceous",2.11,1.16,3.75,0.549763033175355,1.77725118483412,36.8
"Dromaeosauridae indet.","Late Cretaceous",3.8,2,10,0.526315789473684,2.63157894736842,35
"Dromaeosauridae indet.","Middle Cretaceous",4.8,7.4,12.1,1.54166666666667,2.52083333333333,17.5
"Dromaeosauridae indet.","Middle Cretaceous",8.6,6.2,20.7,0.72093023255814,2.40697674418605,16.66
"Dromaeosauridae indet.","Middle Cretaceous",8.8,5.8,18.4,0.659090909090909,2.09090909090909,16
"Dromaeosauridae indet.","Middle Cretaceous",12.1,5.1,21,0.421487603305785,1.73553719008264,16
"Dromaeosauridae indet.","Middle Cretaceous",14.3,5.8,30,0.405594405594406,2.0979020979021,16.25
"Dromaeosauridae indet.","Middle Cretaceous",10.5,5.5,23,0.523809523809524,2.19047619047619,15
"Dromaeosauridae indet.","Middle Cretaceous",13.1,5.7,26,0.435114503816794,1.98473282442748,13.75
"Dromaeosauridae indet.","Middle Cretaceous",11,5.3,20.5,0.481818181818182,1.86363636363636,17
"Dromaeosauridae indet.","Middle Cretaceous",11.1,4.8,25,0.432432432432432,2.25225225225225,14.5
"Velociraptorinae","Late Cretaceous",6.18,2.51,12.68,0.406148867313916,2.05177993527508,21.66
"Velociraptorinae","Late Cretaceous",6.65,2.25,11.85,0.338345864661654,1.78195488721805,21.66
"Velociraptorinae","Late Cretaceous",6.52,2.59,12.18,0.397239263803681,1.8680981595092,21.66
"Velociraptorinae","Late Cretaceous",4.41,2.38,9.09,0.53968253968254,2.06122448979592,18.75
"Velociraptorinae","Late Cretaceous",5.23,2.13,9.29,0.407265774378585,1.77629063097514,21.25
"Velociraptorinae","Late Cretaceous",5.14,2.28,8.07,0.443579766536965,1.57003891050584,22.5
"Velociraptorinae","Late Cretaceous",2.26,1.5,8.08,0.663716814159292,3.57522123893805,20
"Velociraptorinae","Late Cretaceous",4.98,2.14,8.5,0.429718875502008,1.70682730923695,25
"Velociraptorinae","Late Cretaceous",4.82,2.3,7.86,0.477178423236514,1.63070539419087,30
"Velociraptorinae","Late Cretaceous",5.2,2.24,8.88,0.430769230769231,1.70769230769231,20
"Velociraptorinae","Late Cretaceous",4.63,2.2,9.87,0.475161987041037,2.1317494600432,25
"Velociraptorinae","Late Cretaceous",8.05,3.24,14.2,0.402484472049689,1.7639751552795,20
"Velociraptorinae","Late Cretaceous",4.89,2.3,10.54,0.470347648261759,2.15541922290389,20
"Velociraptorinae","Late Cretaceous",3.94,1.88,7.88,0.477157360406091,2,25
"Velociraptorinae","Late Cretaceous",4.08,1.94,9.07,0.475490196078431,2.22303921568627,15
"Velociraptorinae","Late Cretaceous",4.39,2.1,10.15,0.478359908883827,2.3120728929385,20
"Velociraptorinae","Late Cretaceous",4.89,2.3,10.56,0.470347648261759,2.15950920245399,25
"Velociraptorinae","Late Cretaceous",2.1,0.9,3.4,0.428571428571429,1.61904761904762,35
"Velociraptorinae","Late Cretaceous",2.1,0.7,3.5,0.333333333333333,1.66666666666667,25
"Velociraptorinae","Late Cretaceous",2.8,1.4,6.5,0.5,2.32142857142857,22.5
"Velociraptorinae","Late Cretaceous",3.4,1.9,8.1,0.558823529411765,2.38235294117647,21.25
"Velociraptorinae","Late Cretaceous",4.2,2,8.5,0.476190476190476,2.02380952380952,22.5
"Velociraptorinae","Late Cretaceous",4.4,1.9,8.5,0.431818181818182,1.93181818181818,20
"Velociraptorinae","Late Cretaceous",2.9,1.5,6,0.517241379310345,2.06896551724138,20
"Velociraptorinae","Late Cretaceous",1.9,1,4.7,0.526315789473684,2.47368421052632,27.5
"Velociraptorinae","Late Cretaceous",5,2.2,12.5,0.44,2.5,20
"Velociraptorinae","Late Cretaceous",5,2.2,13.5,0.44,2.7,22.5
"Velociraptorinae","Late Cretaceous",6,2.9,12,0.483333333333333,2,20
"Velociraptorinae","Late Cretaceous",5.3,3.2,11.3,0.60377358490566,2.13207547169811,18.75
"Velociraptorinae","Late Cretaceous",6.9,3.1,13,0.449275362318841,1.88405797101449,20
"Velociraptorinae","Late Cretaceous",2,1.1,5,0.55,2.5,25
"Velociraptorinae","Late Cretaceous",4.4,2.3,10.3,0.522727272727273,2.34090909090909,20
"Velociraptorinae","Late Cretaceous",5.1,2.3,9,0.450980392156863,1.76470588235294,20
"Velociraptorinae","Late Cretaceous",4.96,2.48,7.89,0.5,1.59072580645161,26.3
"Velociraptorinae","Late Cretaceous",3.8,2.25,7.91,0.592105263157895,2.08157894736842,19.4
"Velociraptorinae","Late Cretaceous",5.08,2.14,9,0.421259842519685,1.77165354330709,19.5
"Velociraptorinae","Late Cretaceous",5.28,2.13,9.08,0.403409090909091,1.71969696969697,25.3
"Velociraptorinae","Late Cretaceous",4.2,2.3,8.5,0.547619047619048,2.02380952380952,20
"Velociraptorinae","Late Cretaceous",4,2,7.9,0.5,1.975,22
"Velociraptorinae","Late Cretaceous",2.7,1.1,4.2,0.407407407407407,1.55555555555556,32.5
"Velociraptorinae","Late Cretaceous",2,1,4.6,0.5,2.3,30
"Velociraptorinae","Late Cretaceous",2.4,1.1,4.8,0.458333333333333,2,27.5
"Velociraptorinae","Late Cretaceous",2.2,0.7,4.1,0.318181818181818,1.86363636363636,35
"Velociraptorinae","Late Cretaceous",4.6,1.7,6.7,0.369565217391304,1.45652173913044,25
"Velociraptorinae","Late Cretaceous",3.7,1.8,6.7,0.486486486486486,1.81081081081081,21.25
"Velociraptorinae","Late Cretaceous",1.9,0.7,2.8,0.368421052631579,1.47368421052632,32.5
"Velociraptorinae","Late Cretaceous",2.4,0.9,3.9,0.375,1.625,32.5
"Velociraptorinae","Late Cretaceous",1.9,1,5,0.526315789473684,2.63157894736842,25
"Velociraptorinae","Late Cretaceous",4.2,1.5,6.3,0.357142857142857,1.5,22.5
"Velociraptorinae","Late Cretaceous",3.9,1.9,9,0.487179487179487,2.30769230769231,21.25
"Velociraptorinae","Late Cretaceous",4.3,2,11.2,0.465116279069767,2.6046511627907,25
"Velociraptorinae","Late Cretaceous",4,2.1,9.9,0.525,2.475,20
"Velociraptorinae","Late Cretaceous",5.5,2.2,13,0.4,2.36363636363636,20
"Velociraptorinae","Late Cretaceous",3.8,1.4,8.2,0.368421052631579,2.15789473684211,25
"Velociraptorinae","Late Cretaceous",4.9,2.2,9.6,0.448979591836735,1.95918367346939,20
"Velociraptorinae","Late Cretaceous",5,2.3,13,0.46,2.6,20
"Velociraptorinae","Late Cretaceous",5.4,2.5,13,0.462962962962963,2.40740740740741,20
"Velociraptorinae","Late Cretaceous",5.9,2.8,13,0.474576271186441,2.20338983050847,18.75
"Velociraptorinae","Late Cretaceous",5,2.1,12,0.42,2.4,25
"Velociraptorinae","Late Cretaceous",5.3,2.3,11.8,0.433962264150943,2.22641509433962,21.25
"Velociraptorinae","Late Cretaceous",4.5,1.8,7.8,0.4,1.73333333333333,23.75
"Velociraptorinae","Late Cretaceous",4.2,1.7,7.5,0.404761904761905,1.78571428571429,20
"Velociraptorinae","Late Cretaceous",4.9,2.2,9.6,0.448979591836735,1.95918367346939,20
"Velociraptorinae","Late Cretaceous",5.1,2.1,9.5,0.411764705882353,1.86274509803922,20
"Velociraptorinae","Late Cretaceous",5,2.3,9.2,0.46,1.84,20
"Velociraptorinae","Late Cretaceous",4.9,2.1,10.5,0.428571428571429,2.14285714285714,20
"Velociraptorinae","Late Cretaceous",4.7,2.2,10.4,0.468085106382979,2.21276595744681,21.25
"Velociraptorinae","Late Cretaceous",4.2,1.5,8,0.357142857142857,1.9047619047619,22.5
"Velociraptorinae","Late Cretaceous",4.2,2.5,10.5,0.595238095238095,2.5,18.75
"Velociraptorinae","Late Cretaceous",4.7,2,10.3,0.425531914893617,2.19148936170213,25
"Velociraptorinae","Late Cretaceous",5.9,2.7,13,0.457627118644068,2.20338983050847,20
"Velociraptorinae","Late Cretaceous",4.8,2,9.2,0.416666666666667,1.91666666666667,20
"Velociraptorinae","Late Cretaceous",5.1,2.1,11.7,0.411764705882353,2.29411764705882,25
"Velociraptorinae","Late Cretaceous",4.5,2.4,9.5,0.533333333333333,2.11111111111111,20
"Velociraptorinae","Late Cretaceous",5.7,2.1,11.2,0.368421052631579,1.96491228070175,22.5
"Velociraptorinae","Late Cretaceous",4.8,2.2,9.4,0.458333333333333,1.95833333333333,20
"Velociraptorinae","Late Cretaceous",5.5,3.2,11.2,0.581818181818182,2.03636363636364,25
"Velociraptorinae","Late Cretaceous",5.6,2.6,10.8,0.464285714285714,1.92857142857143,20
"Velociraptorinae","Late Cretaceous",7.9,2.8,16,0.354430379746835,2.0253164556962,18.75
"Velociraptorinae","Late Cretaceous",5.5,2.7,14,0.490909090909091,2.54545454545455,21.25
"Velociraptorinae","Late Cretaceous",5.1,2.2,9,0.431372549019608,1.76470588235294,27.5
"Velociraptorinae","Late Cretaceous",6.4,2.6,13,0.40625,2.03125,18.75
"Velociraptorinae","Late Cretaceous",5,1.9,9,0.38,1.8,21.25
"Velociraptorinae","Late Cretaceous",5.3,2.1,9,0.39622641509434,1.69811320754717,20
"Velociraptorinae","Late Cretaceous",3.5,1.7,7.6,0.485714285714286,2.17142857142857,20
"Velociraptorinae","Late Cretaceous",3.7,1.9,8.3,0.513513513513513,2.24324324324324,20
"Velociraptorinae","Late Cretaceous",4.7,2.4,9.2,0.51063829787234,1.95744680851064,18.75
"Velociraptorinae","Late Cretaceous",3.8,1.6,8.7,0.421052631578947,2.28947368421053,30
"Velociraptorinae","Late Cretaceous",5.6,1.4,6.3,0.25,1.125,23.75
"Velociraptorinae","Late Cretaceous",4.2,2,8.1,0.476190476190476,1.92857142857143,21.25
"Velociraptorinae","Late Cretaceous",5.5,2.2,11.5,0.4,2.09090909090909,21.25
"Velociraptorinae","Late Cretaceous",5.2,2.2,8.2,0.423076923076923,1.57692307692308,21.25
"Velociraptorinae","Late Cretaceous",3.5,1.9,7.5,0.542857142857143,2.14285714285714,21.25
"Velociraptorinae","Late Cretaceous",4.1,2.6,9.5,0.634146341463415,2.31707317073171,22.5
"Velociraptorinae","Late Cretaceous",4.1,2.4,9.5,0.585365853658537,2.31707317073171,20
"Velociraptorinae","Late Cretaceous",5.3,2.5,11.8,0.471698113207547,2.22641509433962,23.75
"Velociraptorinae","Late Cretaceous",5,2.4,10.5,0.48,2.1,20
"Velociraptorinae","Late Cretaceous",6,2.3,13,0.383333333333333,2.16666666666667,17.5
"Velociraptorinae","Late Cretaceous",5.7,2.2,11,0.385964912280702,1.92982456140351,18.75
"Velociraptorinae","Late Cretaceous",3.5,2,7.8,0.571428571428571,2.22857142857143,18.75
"Velociraptorinae","Late Cretaceous",2.9,1.7,7,0.586206896551724,2.41379310344828,22.5
"Velociraptorinae","Late Cretaceous",5,2.3,12,0.46,2.4,20
"Velociraptorinae","Late Cretaceous",5.1,2.4,10.2,0.470588235294118,2,20
"Velociraptorinae","Late Cretaceous",3.8,1.6,6.3,0.421052631578947,1.65789473684211,22.5
"Velociraptorinae","Late Cretaceous",4.9,2.2,9.4,0.448979591836735,1.91836734693878,26.25
"Velociraptorinae","Late Cretaceous",3.3,1.5,6.2,0.454545454545455,1.87878787878788,21.25
"Velociraptorinae","Late Cretaceous",5.7,2.4,11.2,0.421052631578947,1.96491228070175,22.5
"Velociraptorinae","Late Cretaceous",6.3,2.4,14.2,0.380952380952381,2.25396825396825,20
"Velociraptorinae","Late Cretaceous",4.69,2.28,8.01,0.486140724946695,1.70788912579957,17.9
"Velociraptorinae","Late Cretaceous",5.98,2.48,11.66,0.414715719063545,1.94983277591973,22.9
"Velociraptorinae","Late Cretaceous",5.77,2.49,11.25,0.431542461005199,1.94974003466205,27.7
"Velociraptorinae","Late Cretaceous",4.36,2.45,9.2,0.561926605504587,2.11009174311927,21.4
"Velociraptorinae","Late Cretaceous",4.89,2.45,8.74,0.501022494887526,1.78732106339468,19.1
"Velociraptorinae","Late Cretaceous",4.26,1.98,7.19,0.464788732394366,1.68779342723005,21.6
"Velociraptorinae","Late Cretaceous",5.26,2.37,10.78,0.450570342205323,2.04942965779468,18.9
"Velociraptorinae","Late Cretaceous",3.93,1.81,5.66,0.460559796437659,1.44020356234097,21.9
"Velociraptorinae","Late Cretaceous",5.24,2.77,10.8,0.528625954198473,2.06106870229008,20.2
"Velociraptorinae","Late Cretaceous",5.74,2.67,11.6,0.465156794425087,2.02090592334495,21.4
"Velociraptorinae","Late Cretaceous",3.67,1.61,4.42,0.438692098092643,1.20435967302452,18.4
"Velociraptorinae","Late Cretaceous",5.12,2.37,8.18,0.462890625,1.59765625,20.3
"Velociraptorinae","Late Cretaceous",5.42,2.37,9.21,0.437269372693727,1.69926199261993,21
"Velociraptorinae","Late Cretaceous",6.53,3.73,9.66,0.571209800918836,1.47932618683002,17.9
"Velociraptorinae","Late Cretaceous",4.7,2.17,7.67,0.461702127659574,1.63191489361702,21.7
"Velociraptorinae","Late Cretaceous",5.6,2.45,8.31,0.4375,1.48392857142857,27.2
"Velociraptorinae","Late Cretaceous",5.62,2.37,10.04,0.421708185053381,1.7864768683274,20.2
"Velociraptorinae","Late Cretaceous",5.77,2.41,11.03,0.417677642980936,1.91161178509532,22.5
"Velociraptorinae","Late Cretaceous",5.79,3.16,11.54,0.545768566493955,1.99309153713299,19.1
"Velociraptorinae","Late Cretaceous",4.66,2.57,10.1,0.551502145922747,2.16738197424893,24
"Velociraptorinae","Late Cretaceous",4.75,2.38,7.58,0.501052631578947,1.59578947368421,21.5
"Velociraptorinae","Late Cretaceous",7.5,3.68,12.85,0.490666666666667,1.71333333333333,24.5
"Velociraptorinae","Late Cretaceous",7.07,3.13,8.38,0.442715700141443,1.18528995756719,26.8
"Velociraptorinae","Late Cretaceous",5.34,2.82,10.1,0.528089887640449,1.89138576779026,19.4
"Velociraptorinae","Late Cretaceous",3.82,1.75,7.52,0.458115183246073,1.96858638743456,30.5
"Velociraptorinae","Late Cretaceous",1.69,0.83,2.2,0.49112426035503,1.30177514792899,27.1
"Dromaeosaurinae","Late Cretaceous",5,3.5,10,0.7,2,11.5
"Dromaeosaurinae","Late Cretaceous",5.5,3.5,12,0.636363636363636,2.18181818181818,15
"Dromaeosaurinae","Late Cretaceous",5.2,2.8,7.5,0.538461538461538,1.44230769230769,20
"Dromaeosaurinae","Late Cretaceous",5.2,2.6,7,0.5,1.34615384615385,20
"Dromaeosaurinae","Late Cretaceous",4.98,2.48,7.68,0.497991967871486,1.5421686746988,14
"Dromaeosaurinae","Late Cretaceous",5.15,2.4,8.38,0.466019417475728,1.62718446601942,16
"Dromaeosaurinae","Late Cretaceous",5.81,2.88,9.12,0.495697074010327,1.5697074010327,16
"Dromaeosaurinae","Late Cretaceous",5.23,2.76,9.36,0.527724665391969,1.78967495219885,14
"Dromaeosaurinae","Late Cretaceous",4.73,2.4,7.55,0.507399577167019,1.59619450317125,17.5
"Dromaeosaurinae","Late Cretaceous",4.65,2.36,6.64,0.50752688172043,1.42795698924731,15.25
"Dromaeosaurinae","Late Cretaceous",5.06,2.56,9.6,0.505928853754941,1.89723320158103,17
"Dromaeosaurinae","Late Cretaceous",3.15,1.58,4.07,0.501587301587302,1.29206349206349,15
"Dromaeosaurinae","Late Cretaceous",3.24,1.72,5.06,0.530864197530864,1.56172839506173,15
"Dromaeosaurinae","Late Cretaceous",5.48,2.56,9.52,0.467153284671533,1.73722627737226,17.5
"Dromaeosaurinae","Late Cretaceous",4.32,1.88,5.48,0.435185185185185,1.26851851851852,23.5
"Dromaeosaurinae","Late Cretaceous",4.48,2.32,7.3,0.517857142857143,1.62946428571429,17.5
"Dromaeosaurinae","Late Cretaceous",5.6,2.6,8,0.464285714285714,1.42857142857143,16.5
"Dromaeosaurinae","Late Cretaceous",4.73,2.56,7.22,0.54122621564482,1.52642706131078,18.5
"Dromaeosaurinae","Late Cretaceous",4.07,1.99,6.39,0.488943488943489,1.57002457002457,17.5
"Dromaeosaurinae","Late Cretaceous",3.9,2.08,5.81,0.533333333333333,1.48974358974359,20
"Dromaeosaurinae","Late Cretaceous",4.9,2.41,10.15,0.491836734693878,2.07142857142857,15.5
"Dromaeosaurinae","Late Cretaceous",4.23,2.16,6.56,0.51063829787234,1.55082742316785,20
"Dromaeosaurinae","Late Cretaceous",6.5,3,12,0.461538461538462,1.84615384615385,15.15
"Dromaeosaurinae","Late Cretaceous",6.1,2.4,10,0.39344262295082,1.63934426229508,16.25
"Dromaeosaurinae","Late Cretaceous",6.3,3.2,11,0.507936507936508,1.74603174603175,17.5
"Dromaeosaurinae","Late Cretaceous",5.7,2.5,12.5,0.43859649122807,2.19298245614035,17.5
"Dromaeosaurinae","Late Cretaceous",5.8,2.5,13,0.431034482758621,2.24137931034483,17.5
"Dromaeosaurinae","Late Cretaceous",7.2,3.2,15,0.444444444444444,2.08333333333333,15
"Dromaeosaurinae","Late Cretaceous",5.4,2.5,10.5,0.462962962962963,1.94444444444444,17.5
"Dromaeosaurinae","Late Cretaceous",6.5,3,13,0.461538461538462,2,16.25
"Dromaeosaurinae","Late Cretaceous",7.9,3.1,14,0.392405063291139,1.77215189873418,16.25
"Dromaeosaurinae","Late Cretaceous",6.6,3,15.5,0.454545454545455,2.34848484848485,16.25
"Dromaeosaurinae","Late Cretaceous",6.4,3.1,11.5,0.484375,1.796875,16.25
"Dromaeosaurinae","Late Cretaceous",5.8,2.5,11,0.431034482758621,1.89655172413793,18.75
"Dromaeosaurinae","Late Cretaceous",6.3,3.4,12,0.53968253968254,1.9047619047619,17.5
"Dromaeosaurinae","Late Cretaceous",6.3,3,15.5,0.476190476190476,2.46031746031746,15
"Dromaeosaurinae","Late Cretaceous",6,3,12.5,0.5,2.08333333333333,16.25
"Dromaeosaurinae","Late Cretaceous",6.4,3,12,0.46875,1.875,15
"Dromaeosaurinae","Late Cretaceous",6.3,2.4,11.2,0.380952380952381,1.77777777777778,17.5
"Dromaeosaurinae","Late Cretaceous",6.4,3,11.7,0.46875,1.828125,16.25
"Dromaeosaurinae","Late Cretaceous",7,3,12,0.428571428571429,1.71428571428571,15
"Dromaeosaurinae","Late Cretaceous",6.8,3.3,13.7,0.485294117647059,2.01470588235294,15
"Dromaeosaurinae","Late Cretaceous",5.3,2.1,9.3,0.39622641509434,1.75471698113208,16.25
"Dromaeosaurinae","Late Cretaceous",5.8,2.6,11.5,0.448275862068966,1.98275862068966,17.5
"Dromaeosaurinae","Late Cretaceous",5,2.3,11,0.46,2.2,17.5
"Dromaeosaurinae","Late Cretaceous",6.4,2.5,14,0.390625,2.1875,15
"Troodontidae","Late Cretaceous",4.5,4.5,9.8,1,2.17777777777778,6.875
"Troodontidae","Late Cretaceous",5.1,3.8,8.8,0.745098039215686,1.72549019607843,7
"Troodontidae","Late Cretaceous",5.7,4.2,9.8,0.736842105263158,1.71929824561404,8.66
"Troodontidae","Late Cretaceous",5.66,2.72,8.09,0.480565371024735,1.42932862190813,10.5
"Troodontidae","Late Cretaceous",5.7,2.6,8.7,0.456140350877193,1.52631578947368,12
"Troodontidae","Late Cretaceous",6.2,3.4,9,0.548387096774194,1.45161290322581,7.8
"Troodontidae","Late Cretaceous",4.51,2.22,6.67,0.492239467849224,1.47893569844789,11.2
"Troodontidae","Late Cretaceous",4.96,2.55,8.61,0.514112903225806,1.73588709677419,8.9
"Troodontidae","Late Cretaceous",5.35,2.65,8.01,0.495327102803738,1.49719626168224,10.8
"Troodontidae","Late Cretaceous",4.99,2.81,6.92,0.56312625250501,1.38677354709419,10
"Troodontidae","Late Cretaceous",2.97,1.53,3.89,0.515151515151515,1.30976430976431,16.9
"Troodontidae","Late Cretaceous",3.26,1.79,4.55,0.549079754601227,1.39570552147239,10.3
"Troodontidae","Late Cretaceous",4.88,2.32,6.56,0.475409836065574,1.34426229508197,10.5
"Troodontidae","Late Cretaceous",5.91,2.72,8.36,0.460236886632826,1.41455160744501,11.3
"Troodontidae","Late Cretaceous",4.01,1.99,4.16,0.496259351620948,1.03740648379052,9.9
"Troodontidae","Late Cretaceous",3.45,1.55,3.37,0.449275362318841,0.976811594202899,14.9
"Troodontidae","Late Cretaceous",3.31,1.69,4.57,0.510574018126888,1.38066465256798,12.1
"Troodontidae","Late Cretaceous",3.39,1.83,4.48,0.539823008849557,1.32153392330383,10.8
"Troodontidae","Late Cretaceous",5.21,2.44,8.76,0.468330134357006,1.68138195777351,9.8
"Troodontidae","Late Cretaceous",2.86,1.25,3.56,0.437062937062937,1.24475524475524,16.1
"Troodontidae","Late Cretaceous",3.62,1.73,3.33,0.477900552486188,0.919889502762431,14.8
"Troodontidae","Late Cretaceous",5.02,2.42,7.44,0.48207171314741,1.48207171314741,12.7
"Troodontidae","Late Cretaceous",4.29,2.73,6.5,0.636363636363636,1.51515151515152,8.2
"Troodontidae","Late Cretaceous",5.85,3.33,10.38,0.569230769230769,1.77435897435897,9.6
"Troodontidae","Late Cretaceous",5.83,2.93,7.72,0.502572898799314,1.32418524871355,10.2
"Troodontidae","Late Cretaceous",1.53,1.1,2.33,0.718954248366013,1.52287581699346,11
"Troodontidae","Late Cretaceous",4.18,1.94,5.24,0.464114832535885,1.25358851674641,8.1
"Troodontidae","Late Cretaceous",3.58,1.69,3.46,0.472067039106145,0.966480446927374,14.7
"Troodontidae","Late Cretaceous",5.2,2.8,7.6,0.538461538461538,1.46153846153846,10
"Troodontidae","Late Cretaceous",4.7,2,6,0.425531914893617,1.27659574468085,12
"Troodontidae","Late Cretaceous",2.5,1.3,3.1,0.52,1.24,20
"Troodontidae","Late Cretaceous",4.92,2.43,7.22,0.49390243902439,1.46747967479675,11.3
"Troodontidae","Late Cretaceous",6,3.03,9.39,0.505,1.565,8.8
"Troodontidae","Late Cretaceous",5.6,2.71,8.47,0.483928571428571,1.5125,12.5
"Troodontidae","Late Cretaceous",5.2,2.33,7.84,0.448076923076923,1.50769230769231,12.5
"Troodontidae","Late Cretaceous",4.45,1.62,7.25,0.364044943820225,1.62921348314607,12.5
"Troodontidae","Late Cretaceous",3.58,2.68,5.01,0.748603351955307,1.39944134078212,15
"Troodontidae","Late Cretaceous",3.66,2.69,5.51,0.734972677595628,1.50546448087432,10
"Troodontidae","Late Cretaceous",4.31,2.45,5.61,0.568445475638051,1.30162412993039,10
"Troodontidae","Late Cretaceous",3.8,2.48,6.45,0.652631578947368,1.69736842105263,15
"Troodontidae","Late Cretaceous",4.09,2.51,6.4,0.613691931540342,1.56479217603912,0
"Troodontidae","Late Cretaceous",3.76,2.26,6.23,0.601063829787234,1.65691489361702,12.5
"Troodontidae","Late Cretaceous",2.98,2.5,4.28,0.838926174496644,1.43624161073826,10
"Troodontidae","Late Cretaceous",4.09,2.61,6.33,0.638141809290954,1.54767726161369,10
"Troodontidae","Late Cretaceous",2.43,0.8,3.88,0.329218106995885,1.59670781893004,12.5
"Troodontidae","Late Cretaceous",2.2,1,3,0.454545454545455,1.36363636363636,20
"Troodontidae","Late Cretaceous",2.7,1,4.5,0.37037037037037,1.66666666666667,18.75
"Troodontidae","Late Cretaceous",2.9,1.1,4.3,0.379310344827586,1.48275862068966,17.5
"Troodontidae","Late Cretaceous",2.7,1.1,4.2,0.407407407407407,1.55555555555556,20
"Troodontidae","Late Cretaceous",2.7,1,3.8,0.37037037037037,1.40740740740741,17.5
"Troodontidae","Late Cretaceous",2.6,1,3.1,0.384615384615385,1.19230769230769,22.5
"Troodontidae","Late Cretaceous",2.7,1,4.1,0.37037037037037,1.51851851851852,20
"Troodontidae","Late Cretaceous",3,1,3.5,0.333333333333333,1.16666666666667,15
"Troodontidae","Late Cretaceous",2.4,0.9,3.9,0.375,1.625,20
"Troodontidae","Late Cretaceous",2,1,4.1,0.5,2.05,15
"Troodontidae","Late Cretaceous",2.1,0.8,3.2,0.380952380952381,1.52380952380952,25
"Troodontidae","Late Cretaceous",1.9,1.3,3.4,0.684210526315789,1.78947368421053,15
"Troodontidae","Late Cretaceous",3.2,1,4,0.3125,1.25,15
"Troodontidae","Late Cretaceous",2.52,1.09,4.43,0.432539682539683,1.75793650793651,9.6
"Troodontidae","Late Cretaceous",2.44,0.91,3.93,0.372950819672131,1.61065573770492,10.1
"Troodontidae","Late Cretaceous",2.39,1,4.22,0.418410041841004,1.76569037656904,9.9
"Troodontidae","Late Cretaceous",2.47,1.12,4.9,0.453441295546559,1.98380566801619,14.5
"Troodontidae","Late Cretaceous",2.89,1.12,4.99,0.387543252595156,1.72664359861592,16
"Troodontidae","Late Cretaceous",2.93,1.1,4.85,0.37542662116041,1.65529010238908,15.9
"Troodontidae","Late Cretaceous",2.74,0.96,3.88,0.35036496350365,1.41605839416058,15.3
"Troodontidae","Late Cretaceous",2.53,0.87,3.25,0.343873517786561,1.28458498023715,18.7
"Troodontidae","Late Cretaceous",2.64,0.82,3.19,0.310606060606061,1.20833333333333,16.4
"Troodontidae","Late Cretaceous",2.74,1.15,5.55,0.41970802919708,2.02554744525547,17
"Troodontidae","Late Cretaceous",2.63,1.18,4.8,0.448669201520913,1.82509505703422,16.9
"Troodontidae","Late Cretaceous",2.52,1.22,4.3,0.484126984126984,1.70634920634921,19.1
"Troodontidae","Late Cretaceous",2.31,0.93,4.26,0.402597402597403,1.84415584415584,10
"Troodontidae","Late Cretaceous",2.21,0.62,2.62,0.280542986425339,1.18552036199095,19.8
"Troodontidae","Late Cretaceous",2.36,0.63,2.73,0.266949152542373,1.15677966101695,20.2
"Troodontidae","Late Cretaceous",2.35,0.7,2.6,0.297872340425532,1.1063829787234,19.5
"Troodontidae","Late Cretaceous",3.12,1.46,5.63,0.467948717948718,1.80448717948718,7.8
"Troodontidae","Late Cretaceous",2.93,1.17,4.35,0.399317406143345,1.48464163822526,10.5
"Troodontidae","Late Cretaceous",2.56,1.07,4.5,0.41796875,1.7578125,8.7
"Troodontidae","Late Cretaceous",2.69,1.12,3.72,0.41635687732342,1.38289962825279,14.4
"Troodontidae","Late Cretaceous",2.51,1.05,3.1,0.418326693227092,1.23505976095618,18.7
"Troodontidae","Late Cretaceous",2,0.7,3,0.35,1.5,17.5
"Troodontidae","Late Cretaceous",3.2,1.1,4.6,0.34375,1.4375,20
"Troodontidae","Late Cretaceous",3.6,1.7,4.6,0.472222222222222,1.27777777777778,12.5
"Troodontidae","Late Cretaceous",2.2,0.9,2.9,0.409090909090909,1.31818181818182,20
"Troodontidae","Late Cretaceous",2.1,0.7,3,0.333333333333333,1.42857142857143,22.5
