"Epoch","Taxa (Genus)","CBL","CBW","CH","CBR","CHR","DDL"
"Late Jurassic","Torvosaurus",39.71,21.6,109.51,0.54,2.76,0.714285714285714
"Late Jurassic","Torvosaurus",16.26,7.87,38.76,0.48,2.38,0.5
"Late Jurassic","Torvosaurus",26.39,14.58,52.77,0.55,2,0.714285714285714
"Late Jurassic","Torvosaurus",21.54,15.58,54.46,0.72,2.53,0.625
"Late Jurassic","Torvosaurus",47.09,16.75,104.99,0.36,2.23,0.714285714285714
"Late Jurassic","Torvosaurus",48.35,20.64,145.55,0.43,3.01,0.833333333333333
"Late Jurassic","Torvosaurus",25.75,14.04,70.29,0.55,2.73,0.714285714285714
"Late Jurassic","Torvosaurus",42.44,23.49,123.67,0.55,2.91,0.769230769230769
"Late Jurassic","Torvosaurus",29.1,16.41,84.13,0.56,2.89,0.714285714285714
"Late Jurassic","Torvosaurus",48.38,19.94,145.54,0.41,3.01,0.666666666666667
"Early Cretaceous","Baryonyx",10.72,8.54,25.41,0.796641791044776,2.37033582089552,0.142857142857143
"Early Cretaceous","Baryonyx",8.25,7.65,20.82,0.927272727272727,2.52363636363636,0.166666666666667
"Early Cretaceous","Baryonyx",12.06,10.01,26.63,0.830016583747927,2.20812603648425,0.142857142857143
"Early Cretaceous","Baryonyx",13.4,10.4,29.39,0.776119402985075,2.19328358208955,0.142857142857143
"Early Cretaceous","Baryonyx",15.31,11.75,33.69,0.767472240365774,2.20052253429131,0.125
"Early Cretaceous","Baryonyx",9.01,8.44,20.79,0.936736958934517,2.30743618201998,0.142857142857143
"Early Cretaceous","Baryonyx",11.79,10.73,24.15,0.910093299406277,2.04834605597964,0.142857142857143
"Early Cretaceous","Baryonyx",9.3,7.95,17.91,0.854838709677419,1.9258064516129,0.142857142857143
"Early Cretaceous","Baryonyx",9.27,7.34,20.44,0.791801510248112,2.2049622437972,0.142857142857143
"Early Cretaceous","Baryonyx",15.84,13.25,36.48,0.836489898989899,2.3030303030303,0.142857142857143
"Early Cretaceous","Baryonyx",19.3,14.41,42.83,0.746632124352332,2.21917098445596,0.166666666666667
"Early Cretaceous","Baryonyx",13.06,11.24,31.37,0.860643185298622,2.40199081163859,0.142857142857143
"Early Cretaceous","Baryonyx",10.49,7.9,23.72,0.753098188751192,2.26120114394662,0.142857142857143
"Early Cretaceous","Baryonyx",11.69,11.19,28.72,0.957228400342173,2.45680068434559,0.142857142857143
"Early Cretaceous","Baryonyx",15.76,12.05,34.8,0.764593908629442,2.20812182741117,0.142857142857143
"Early Cretaceous","Baryonyx",13.18,10.88,29.67,0.825493171471927,2.25113808801214,0.142857142857143
"Early Cretaceous","Baryonyx",12.12,10.35,27.19,0.853960396039604,2.24339933993399,0.142857142857143
"Early Cretaceous","Baryonyx",16.42,15.19,38.55,0.925091352009744,2.34774665042631,0.142857142857143
"Early Cretaceous","Baryonyx",16.47,13.65,34.12,0.828779599271403,2.07164541590771,0.142857142857143
"Middle Cretaceous","Suchomimus",18.6,14.9,48.5,0.801075268817204,2.60752688172043,0.2
"Middle Cretaceous","Suchomimus",15.2,11.3,32.4,0.743421052631579,2.13157894736842,0.166666666666667
"Middle Cretaceous","Suchomimus",15.9,10.8,41.7,0.679245283018868,2.62264150943396,0.2
"Middle Cretaceous","Suchomimus",15.1,9.8,41.2,0.649006622516556,2.72847682119205,0.2
"Middle Cretaceous","Suchomimus",13.4,9.7,39.3,0.723880597014925,2.93283582089552,0.2
"Middle Cretaceous","Suchomimus",14.5,9.5,37.3,0.655172413793103,2.57241379310345,0.153846153846154
"Middle Cretaceous","Suchomimus",12.8,9.8,38.5,0.765625,3.0078125,0.142857142857143
"Middle Cretaceous","Suchomimus",17.2,11.6,38.8,0.674418604651163,2.25581395348837,0.153846153846154
"Middle Cretaceous","Suchomimus",9,8.3,18.2,0.922222222222222,2.02222222222222,0.166666666666667
"Middle Cretaceous","Suchomimus",19.9,15,47.6,0.753768844221106,2.39195979899498,0.2
"Middle Cretaceous","Suchomimus",18.9,15.2,62.94,0.804232804232804,3.33015873015873,0.181818181818182
"Middle Cretaceous","Suchomimus",20.8,18.1,56.94,0.870192307692308,2.7375,0.185185185185185
"Middle Cretaceous","Suchomimus",18.7,13.3,52.66,0.711229946524064,2.81604278074866,0.142857142857143
"Middle Cretaceous","Suchomimus",19.2,14.4,54.34,0.75,2.83020833333333,0.172413793103448
"Late Jurassic","Sinraptor",24.39,12.3,59.44,0.504305043050431,2.43706437064371,0.5
"Late Jurassic","Sinraptor",26.63,10.14,63.43,0.380773563650019,2.3819001126549,0.5
"Late Jurassic","Sinraptor",26.74,10.22,60.07,0.382198952879581,2.24644727000748,0.5
"Late Jurassic","Sinraptor",26.83,8.88,55.94,0.330972791651137,2.08497950055908,0.434782608695652
"Late Jurassic","Sinraptor",14.76,6.68,21.62,0.452574525745257,1.46476964769648,0.333333333333333
"Late Jurassic","Sinraptor",21.13,8.23,37.01,0.38949361097965,1.75153809749172,0.434782608695652
"Late Jurassic","Sinraptor",19,9.6,40.55,0.505263157894737,2.13421052631579,0.476190476190476
"Late Jurassic","Sinraptor",19.58,9.48,38.42,0.484167517875383,1.96220633299285,0.434782608695652
"Late Jurassic","Sinraptor",15.33,10.2,32.29,0.665362035225049,2.10632746249185,0.454545454545455
"Late Jurassic","Sinraptor",17.08,11.36,38,0.665105386416862,2.2248243559719,0.454545454545455
"Late Jurassic","Sinraptor",19.89,10.54,39.97,0.52991452991453,2.0095525389643,0.454545454545455
"Late Jurassic","Allosaurus",12.46,6,28.65,0.481540930979133,2.29935794542536,0.5
"Late Jurassic","Allosaurus",12,11.07,20.69,0.9225,1.72416666666667,0.5
"Late Jurassic","Allosaurus",13.04,9.28,26.98,0.711656441717791,2.06901840490798,0.454545454545455
"Late Jurassic","Allosaurus",20.36,12.29,49.57,0.603634577603143,2.43467583497053,0.555555555555556
"Late Jurassic","Allosaurus",16.01,8.23,34.05,0.514053716427233,2.12679575265459,0.4
"Late Jurassic","Allosaurus",16.75,15.89,38.35,0.94865671641791,2.28955223880597,0.526315789473684
"Late Jurassic","Allosaurus",16.74,14.27,35.93,0.852449223416965,2.14635603345281,0.5
"Late Jurassic","Allosaurus",16.96,15.28,43.95,0.900943396226415,2.59139150943396,0.5
"Late Jurassic","Allosaurus",16.4,14.76,39.52,0.9,2.40975609756098,0.470809792843691
"Late Jurassic","Allosaurus",10.47,8.88,27.23,0.848137535816619,2.6007640878701,0.476190476190476
"Late Jurassic","Allosaurus",11.52,8.42,25.69,0.730902777777778,2.23003472222222,0.363636363636364
"Late Jurassic","Allosaurus",5.47,6.39,12.27,1.16819012797075,2.24314442413163,0.384615384615385
"Late Jurassic","Allosaurus",7.74,6.07,19.1,0.784237726098191,2.46770025839793,0.37037037037037
"Late Jurassic","Allosaurus",12.75,11.8,23.25,0.925490196078431,1.82352941176471,0.5
"Late Jurassic","Allosaurus",14.13,13.29,30.83,0.940552016985138,2.18188251946214,0.5
"Late Jurassic","Allosaurus",14.68,11.23,29.2,0.764986376021798,1.98910081743869,0.428816466552316
"Late Jurassic","Allosaurus",14.94,7.17,31.47,0.479919678714859,2.10642570281124,0.380952380952381
"Late Jurassic","Allosaurus",22.59,12.05,47.49,0.533421868083223,2.10225763612218,0.434782608695652
"Late Jurassic","Allosaurus",20.57,13.93,47.29,0.677199805542052,2.29897909577054,0.4
